Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;255;0;0	E1		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.15	None			49
255;255;0;0	E2		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.01	0.12	None			50
255;0;0;255	G11		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.14	None			83
255;0;0;255	G12		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.09	None			84
255;0;0;255	H11		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.07	None			95
255;0;0;255	H12		TELO	-	-	-	Negative	Unchecked	Non reverse transcription control	-	-	-	-	E1	SYBR Green I	 	0.02	0.14	None			96
255;0;0;255	A1	11-132	TELO	19.70	0.06	-	Positive	Unchecked	Unknown	-	19.75	-	-	A1	SYBR Green I	 	2.20	5.83	None			1
255;0;0;255	A2	11-132	TELO	19.79	0.06	-	Positive	Unchecked	Unknown	-	19.75	-	-	A1	SYBR Green I	 	2.28	5.93	None			2
255;0;0;255	B1	11-190	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	B1	SYBR Green I	 	-	-				13
255;0;0;255	B2	11-190	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	B1	SYBR Green I	 	-	-				14
255;0;0;255	C1	11-191	TELO	8.95	0.33	-	Positive	Unchecked	Unknown	-	9.19	-	-	C1	SYBR Green I	 	0.96	3.38	None			25
255;0;0;255	C2	11-191	TELO	9.42	0.33	-	Positive	Unchecked	Unknown	-	9.19	-	-	C1	SYBR Green I	 	1.01	3.57	None			26
255;0;0;255	D1	11-202	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	D1	SYBR Green I	 	-	-				37
255;0;0;255	D2	11-202	TELO	-	-	-	-	Checked	Unknown	-	-	-	-	D1	SYBR Green I	 	-	-				38
255;0;0;255	B5	12-014	TELO	12.07	0.01	-	Positive	Unchecked	Unknown	-	12.08	-	-	B5	SYBR Green I	 	1.70	4.57	None			17
255;0;0;255	B6	12-014	TELO	12.09	0.01	-	Positive	Unchecked	Unknown	-	12.08	-	-	B5	SYBR Green I	 	1.68	4.54	None			18
255;0;0;255	C5	12-019	TELO	-	-	-	Negative	Unchecked	Unknown	-	-	-	-	C5	SYBR Green I	 	0.01	0.05	None			29
255;0;0;255	C6	12-019	TELO	-	-	-	Negative	Unchecked	Unknown	-	-	-	-	C5	SYBR Green I	 	0.01	0.08	None			30
255;0;0;255	G3	12-028	TELO	19.76	0.06	-	Positive	Unchecked	Unknown	-	19.72	-	-	G3	SYBR Green I	 	2.21	6.17	None			75
255;0;0;255	G4	12-028	TELO	19.68	0.06	-	Positive	Unchecked	Unknown	-	19.72	-	-	G3	SYBR Green I	 	2.00	5.79	None			76
255;0;0;255	H3	12-035	TELO	12.67	0.01	-	Positive	Unchecked	Unknown	-	12.67	-	-	H3	SYBR Green I	 	1.90	5.55	None			87
255;0;0;255	H4	12-035	TELO	12.66	0.01	-	Positive	Unchecked	Unknown	-	12.67	-	-	H3	SYBR Green I	 	1.86	5.54	None			88
255;0;0;255	A5	12-036	TELO	13.35	0.15	-	Positive	Unchecked	Unknown	-	13.25	-	-	A5	SYBR Green I	 	1.48	4.72	None			5
255;0;0;255	A6	12-036	TELO	13.14	0.15	-	Positive	Unchecked	Unknown	-	13.25	-	-	A5	SYBR Green I	 	1.42	4.60	None			6
255;0;0;255	F5	12-040	TELO	12.61	0.10	-	Positive	Unchecked	Unknown	-	12.54	-	-	F5	SYBR Green I	 	1.77	4.81	None			65
255;0;0;255	F6	12-040	TELO	12.47	0.10	-	Positive	Unchecked	Unknown	-	12.54	-	-	F5	SYBR Green I	 	1.77	4.64	None			66
255;0;0;255	G5	12-058	TELO	11.17	0.21	-	Positive	Unchecked	Unknown	-	11.02	-	-	G5	SYBR Green I	 	1.23	4.09	None			77
255;0;0;255	G6	12-058	TELO	10.87	0.21	-	Positive	Unchecked	Unknown	-	11.02	-	-	G5	SYBR Green I	 	1.19	3.98	None			78
255;0;0;255	H5	12-060	TELO	10.18	0.03	-	Positive	Unchecked	Unknown	-	10.20	-	-	H5	SYBR Green I	 	1.44	4.45	None			89
255;0;0;255	H6	12-060	TELO	10.22	0.03	-	Positive	Unchecked	Unknown	-	10.20	-	-	H5	SYBR Green I	 	1.39	4.42	None			90
