Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;0;255	C4	11-022	TELO	14.33	0.30	-	Positive	Unchecked	Unknown	-	14.54	-	-	C3	SYBR Green I	 	1.93	4.83	None			28
255;0;0;255	C3	11-022	TELO	14.75	0.30	-	Positive	Unchecked	Unknown	-	14.54	-	-	C3	SYBR Green I	 	2.00	4.81	None			27
255;0;0;255	F10	11-161	TELO	23.09	0.23	-	Positive	Unchecked	Unknown	-	23.25	-	-	F9	SYBR Green I	 	2.32	5.97	None			70
255;0;0;255	F9	11-161	TELO	23.41	0.23	-	Positive	Unchecked	Unknown	-	23.25	-	-	F9	SYBR Green I	 	2.35	5.97	None			69
255;0;0;255	C6	11-040	TELO	21.94	0.22	-	Positive	Unchecked	Unknown	-	21.79	-	-	C5	SYBR Green I	 	2.43	6.07	None			30
255;0;0;255	C5	11-040	TELO	21.63	0.22	-	Positive	Unchecked	Unknown	-	21.79	-	-	C5	SYBR Green I	 	2.43	6.11	None			29
255;0;0;255	D6	11-137	TELO	22.95	0.22	-	Positive	Unchecked	Unknown	-	22.80	-	-	D5	SYBR Green I	 	2.45	6.03	None			42
255;0;0;255	D5	11-137	TELO	22.64	0.22	-	Positive	Unchecked	Unknown	-	22.80	-	-	D5	SYBR Green I	 	2.34	5.96	None			41
255;0;0;255	H6	11-083	TELO	20.89	0.15	-	Positive	Unchecked	Unknown	-	21.00	-	-	H5	SYBR Green I	 	2.38	6.10	None			90
255;0;0;255	H5	11-083	TELO	21.10	0.15	-	Positive	Unchecked	Unknown	-	21.00	-	-	H5	SYBR Green I	 	2.56	6.18	None			89
255;0;0;255	G6	11-043	TELO	20.06	0.15	-	Positive	Unchecked	Unknown	-	20.17	-	-	G5	SYBR Green I	 	2.33	6.04	None			78
255;0;0;255	G5	11-043	TELO	20.27	0.15	-	Positive	Unchecked	Unknown	-	20.17	-	-	G5	SYBR Green I	 	2.42	6.09	None			77
255;0;0;255	D4	11-025	TELO	20.76	0.15	-	Positive	Unchecked	Unknown	-	20.66	-	-	D3	SYBR Green I	 	2.31	6.00	None			40
255;0;0;255	D3	11-025	TELO	20.55	0.15	-	Positive	Unchecked	Unknown	-	20.66	-	-	D3	SYBR Green I	 	2.37	6.09	None			39
255;0;0;255	H12	11-112	TELO	18.01	0.13	-	Positive	Unchecked	Unknown	-	17.92	-	-	H11	SYBR Green I	 	2.34	6.06	None			96
255;0;0;255	H11	11-112	TELO	17.82	0.13	-	Positive	Unchecked	Unknown	-	17.92	-	-	H11	SYBR Green I	 	2.21	6.03	None			95
255;0;0;255	G12	11-100	TELO	21.25	0.13	-	Positive	Unchecked	Unknown	-	21.35	-	-	G11	SYBR Green I	 	2.32	6.04	None			84
255;0;0;255	G11	11-100	TELO	21.44	0.13	-	Positive	Unchecked	Unknown	-	21.35	-	-	G11	SYBR Green I	 	2.26	5.97	None			83
255;0;0;255	F6	11-042	TELO	22.06	0.13	-	Positive	Unchecked	Unknown	-	21.97	-	-	F5	SYBR Green I	 	2.43	6.03	None			66
255;0;0;255	F5	11-042	TELO	21.88	0.13	-	Positive	Unchecked	Unknown	-	21.97	-	-	F5	SYBR Green I	 	2.28	5.95	None			65
255;0;0;255	E4	11-004	TELO	19.62	0.13	-	Positive	Unchecked	Unknown	-	19.71	-	-	E3	SYBR Green I	 	2.28	5.91	None			52
255;0;0;255	E3	11-004	TELO	19.80	0.13	-	Positive	Unchecked	Unknown	-	19.71	-	-	E3	SYBR Green I	 	2.30	5.93	None			51
255;0;0;255	B6	11-039	TELO	22.31	0.12	-	Positive	Unchecked	Unknown	-	22.23	-	-	B5	SYBR Green I	 	2.42	6.07	None			18
255;0;0;255	B5	11-039	TELO	22.14	0.12	-	Positive	Unchecked	Unknown	-	22.23	-	-	B5	SYBR Green I	 	2.43	6.10	None			17
