Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;255;0	G2	GB	TOX	26.01	0.43	-	Positive	Unchecked	Positive control	-	26.28	-	-	F1	SYBR Green I	 	0.09	0.61	None			74
255;0;255;0	G1	GB	TOX	25.82	0.43	-	Positive	Unchecked	Positive control	-	26.28	-	-	F1	SYBR Green I	 	0.13	0.84	None			73
255;0;255;0	F2	GB	TOX	26.69	0.43	-	Positive	Unchecked	Positive control	-	26.28	-	-	F1	SYBR Green I	 	0.11	0.70	None			62
255;0;255;0	F1	GB	TOX	26.61	0.43	-	Positive	Unchecked	Positive control	-	26.28	-	-	F1	SYBR Green I	 	0.13	0.77	None			61
255;0;0;255	E6	08-028	TOX	27.91	0.14	-	Positive	Unchecked	Unknown	-	27.81	-	-	E5	SYBR Green I	 	0.22	1.19	None			54
255;0;0;255	E5	08-028	TOX	27.71	0.14	-	Positive	Unchecked	Unknown	-	27.81	-	-	E5	SYBR Green I	 	0.21	1.14	None			53
255;0;0;255	D12	08-083	TOX	24.68	0.09	-	Positive	Unchecked	Unknown	-	24.75	-	-	D11	SYBR Green I	 	0.11	1.19	None			48
255;0;0;255	D11	08-083	TOX	24.81	0.09	-	Positive	Unchecked	Unknown	-	24.75	-	-	D11	SYBR Green I	 	0.15	1.40	None			47
255;0;0;255	A12	08-073	TOX	26.25	0.08	-	Positive	Unchecked	Unknown	-	26.19	-	-	A11	SYBR Green I	 	0.09	0.97	None			12
255;0;0;255	A11	08-073	TOX	26.13	0.08	-	Positive	Unchecked	Unknown	-	26.19	-	-	A11	SYBR Green I	 	0.08	0.89	None			11
255;0;0;255	E4	08-010	TOX	26.49	0.08	-	Positive	Unchecked	Unknown	-	26.55	-	-	E3	SYBR Green I	 	0.17	1.04	None			52
255;0;0;255	E3	08-010	TOX	26.61	0.08	-	Positive	Unchecked	Unknown	-	26.55	-	-	E3	SYBR Green I	 	0.15	0.95	None			51
255;0;0;255	G12	08-087	TOX	26.92	0.08	-	Positive	Unchecked	Unknown	-	26.98	-	-	G11	SYBR Green I	 	0.16	0.98	None			84
255;0;0;255	G11	08-087	TOX	27.04	0.08	-	Positive	Unchecked	Unknown	-	26.98	-	-	G11	SYBR Green I	 	0.10	0.67	None			83
255;0;0;255	G10	08-066	TOX	27.18	0.08	-	Positive	Unchecked	Unknown	-	27.13	-	-	G9	SYBR Green I	 	0.11	0.71	None			82
255;0;0;255	G9	08-066	TOX	27.07	0.08	-	Positive	Unchecked	Unknown	-	27.13	-	-	G9	SYBR Green I	 	0.14	0.87	None			81
255;0;0;255	E12	08-084	TOX	25.85	0.08	-	Positive	Unchecked	Unknown	-	25.91	-	-	E11	SYBR Green I	 	0.09	1.00	None			60
255;0;0;255	E11	08-084	TOX	25.96	0.08	-	Positive	Unchecked	Unknown	-	25.91	-	-	E11	SYBR Green I	 	0.14	1.27	None			59
255;0;0;255	B2	08-099	TOX	26.10	0.07	-	Positive	Unchecked	Unknown	-	26.05	-	-	B1	SYBR Green I	 	0.12	0.81	None			14
255;0;0;255	B1	08-099	TOX	26.00	0.07	-	Positive	Unchecked	Unknown	-	26.05	-	-	B1	SYBR Green I	 	0.13	1.24	None			13
255;0;0;255	D4	08-008	TOX	25.08	0.07	-	Positive	Unchecked	Unknown	-	25.03	-	-	D3	SYBR Green I	 	0.08	0.98	None			40
255;0;0;255	D3	08-008	TOX	24.98	0.07	-	Positive	Unchecked	Unknown	-	25.03	-	-	D3	SYBR Green I	 	0.10	1.10	None			39
255;0;0;255	F8	08-045	TOX	25.04	0.06	-	Positive	Unchecked	Unknown	-	25.00	-	-	F7	SYBR Green I	 	0.11	1.14	None			68
255;0;0;255	F7	08-045	TOX	24.95	0.06	-	Positive	Unchecked	Unknown	-	25.00	-	-	F7	SYBR Green I	 	0.10	1.11	None			67
255;0;0;255	D10	08-055	TOX	24.67	0.06	-	Positive	Unchecked	Unknown	-	24.71	-	-	D9	SYBR Green I	 	0.14	1.35	None			46
255;0;0;255	D9	08-055	TOX	24.75	0.06	-	Positive	Unchecked	Unknown	-	24.71	-	-	D9	SYBR Green I	 	0.14	1.36	None			45
255;0;0;255	B8	08-037	TOX	26.09	0.05	-	Positive	Unchecked	Unknown	-	26.06	-	-	B7	SYBR Green I	 	0.11	1.10	None			20
255;0;0;255	B7	08-037	TOX	26.02	0.05	-	Positive	Unchecked	Unknown	-	26.06	-	-	B7	SYBR Green I	 	0.09	0.98	None			19
255;0;0;255	B4	08-005	TOX	25.03	0.05	-	Positive	Unchecked	Unknown	-	25.07	-	-	B3	SYBR Green I	 	0.08	1.00	None			16
255;0;0;255	B3	08-005	TOX	25.10	0.05	-	Positive	Unchecked	Unknown	-	25.07	-	-	B3	SYBR Green I	 	0.08	0.98	None			15
255;0;0;255	C2	08-100	TOX	24.88	0.04	-	Positive	Unchecked	Unknown	-	24.91	-	-	C1	SYBR Green I	 	0.09	1.02	None			26
255;0;0;255	C1	08-100	TOX	24.94	0.04	-	Positive	Unchecked	Unknown	-	24.91	-	-	C1	SYBR Green I	 	0.11	1.18	None			25
255;0;0;255	E8	08-044	TOX	24.69	0.04	-	Positive	Unchecked	Unknown	-	24.72	-	-	E7	SYBR Green I	 	0.11	1.19	None			56
255;0;0;255	E7	08-044	TOX	24.75	0.04	-	Positive	Unchecked	Unknown	-	24.72	-	-	E7	SYBR Green I	 	0.10	1.11	None			55
255;0;0;255	C10	08-050	TOX	24.68	0.04	-	Positive	Unchecked	Unknown	-	24.66	-	-	C9	SYBR Green I	 	0.09	1.03	None			34
255;0;0;255	C9	08-050	TOX	24.63	0.04	-	Positive	Unchecked	Unknown	-	24.66	-	-	C9	SYBR Green I	 	0.09	1.06	None			33
255;0;0;255	B6	08-020	TOX	24.93	0.04	-	Positive	Unchecked	Unknown	-	24.91	-	-	B5	SYBR Green I	 	0.10	1.11	None			18
255;0;0;255	B5	08-020	TOX	24.88	0.04	-	Positive	Unchecked	Unknown	-	24.91	-	-	B5	SYBR Green I	 	0.10	1.08	None			17
255;0;0;255	E10	08-059	TOX	25.49	0.03	-	Positive	Unchecked	Unknown	-	25.47	-	-	E9	SYBR Green I	 	0.14	1.31	None			58
255;0;0;255	E9	08-059	TOX	25.45	0.03	-	Positive	Unchecked	Unknown	-	25.47	-	-	E9	SYBR Green I	 	0.13	1.24	None			57
255;0;0;255	D8	08-043	TOX	24.41	0.03	-	Positive	Unchecked	Unknown	-	24.39	-	-	D7	SYBR Green I	 	0.11	1.16	None			44
255;0;0;255	D7	08-043	TOX	24.37	0.03	-	Positive	Unchecked	Unknown	-	24.39	-	-	D7	SYBR Green I	 	0.09	1.06	None			43
255;0;0;255	D6	08-026	TOX	25.81	0.03	-	Positive	Unchecked	Unknown	-	25.79	-	-	D5	SYBR Green I	 	0.11	1.10	None			42
255;0;0;255	D5	08-026	TOX	25.77	0.03	-	Positive	Unchecked	Unknown	-	25.79	-	-	D5	SYBR Green I	 	0.13	1.23	None			41
255;0;0;255	C6	08-023	TOX	23.82	0.03	-	Positive	Unchecked	Unknown	-	23.84	-	-	C5	SYBR Green I	 	0.14	1.38	None			30
255;0;0;255	C5	08-023	TOX	23.86	0.03	-	Positive	Unchecked	Unknown	-	23.84	-	-	C5	SYBR Green I	 	0.11	1.18	None			29
255;0;0;255	A6	08-017	TOX	24.73	0.03	-	Positive	Unchecked	Unknown	-	24.71	-	-	A5	SYBR Green I	 	0.13	1.30	None			6
255;0;0;255	A5	08-017	TOX	24.69	0.03	-	Positive	Unchecked	Unknown	-	24.71	-	-	A5	SYBR Green I	 	0.16	1.48	None			5
255;0;0;255	F12	08-086	TOX	26.79	0.02	-	Positive	Unchecked	Unknown	-	26.81	-	-	F11	SYBR Green I	 	0.21	1.20	None			72
255;0;0;255	F11	08-086	TOX	26.82	0.02	-	Positive	Unchecked	Unknown	-	26.81	-	-	F11	SYBR Green I	 	0.15	0.90	None			71
255;0;0;255	C8	08-042	TOX	24.61	0.02	-	Positive	Unchecked	Unknown	-	24.63	-	-	C7	SYBR Green I	 	0.10	1.10	None			32
255;0;0;255	C7	08-042	TOX	24.64	0.02	-	Positive	Unchecked	Unknown	-	24.63	-	-	C7	SYBR Green I	 	0.08	0.99	None			31
255;0;0;255	A2	08-098	TOX	27.17	0.02	-	Positive	Unchecked	Unknown	-	27.16	-	-	A1	SYBR Green I	 	0.12	0.78	None			2
255;0;0;255	A1	08-098	TOX	27.14	0.02	-	Positive	Unchecked	Unknown	-	27.16	-	-	A1	SYBR Green I	 	0.19	1.07	None			1
255;0;0;255	F10	08-062	TOX	25.19	0.01	-	Positive	Unchecked	Unknown	-	25.20	-	-	F9	SYBR Green I	 	0.12	1.21	None			70
