Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;0;255	B6	12-008	TELO	22.18	1.99	-	Positive	Unchecked	Unknown	-	20.77	-	-	B5	SYBR Green I	 	0.39	2.42	None			18
255;0;0;255	B5	12-008	TELO	19.36	1.99	-	Positive	Unchecked	Unknown	-	20.77	-	-	B5	SYBR Green I	 	0.49	2.93	None			17
255;0;0;255	A4	12-005	TELO	16.47	1.32	-	Positive	Unchecked	Unknown	-	17.40	-	-	A3	SYBR Green I	 	0.69	3.63	None			4
255;0;0;255	A3	12-005	TELO	18.33	1.32	-	Positive	Unchecked	Unknown	-	17.40	-	-	A3	SYBR Green I	 	0.58	3.29	None			3
255;0;0;255	A2	11-148	TELO	16.04	0.38	-	Positive	Unchecked	Unknown	-	15.77	-	-	A1	SYBR Green I	 	2.18	4.73	None			2
255;0;0;255	A1	11-148	TELO	15.50	0.38	-	Positive	Unchecked	Unknown	-	15.77	-	-	A1	SYBR Green I	 	2.18	4.66	None			1
255;0;0;255	F10	12-061	TELO	7.06	0.28	-	Positive	Unchecked	Unknown	-	7.26	-	-	F9	SYBR Green I	 	0.41	1.80	None			70
255;0;0;255	F9	12-061	TELO	7.45	0.28	-	Positive	Unchecked	Unknown	-	7.26	-	-	F9	SYBR Green I	 	0.39	1.41	None			69
255;0;0;0	H2	Negative	TELO	27.26	0.27	-	Positive	Unchecked	Negative control	-	27.45	-	-	H1	SYBR Green I	 	2.39	4.39	Neg Ctrl is positive			86
255;0;0;0	H1	Negative	TELO	27.64	0.27	-	Positive	Unchecked	Negative control	-	27.45	-	-	H1	SYBR Green I	 	2.38	4.28	Neg Ctrl is positive			85
255;0;255;0	G2	GB	TELO	12.01	0.15	-	Positive	Unchecked	Positive control	-	12.06	-	-	F1	SYBR Green I	 	2.24	4.77	None			74
255;0;255;0	G1	GB	TELO	12.28	0.15	-	Positive	Unchecked	Positive control	-	12.06	-	-	F1	SYBR Green I	 	2.43	4.90	None			73
255;0;255;0	F2	GB	TELO	12.01	0.15	-	Positive	Unchecked	Positive control	-	12.06	-	-	F1	SYBR Green I	 	2.20	4.70	None			62
255;0;255;0	F1	GB	TELO	11.95	0.15	-	Positive	Unchecked	Positive control	-	12.06	-	-	F1	SYBR Green I	 	2.22	4.70	None			61
255;0;0;255	H6	12-048	TELO	7.20	0.13	-	Positive	Unchecked	Unknown	-	7.30	-	-	H5	SYBR Green I	 	1.09	3.34	None			90
255;0;0;255	H5	12-048	TELO	7.39	0.13	-	Positive	Unchecked	Unknown	-	7.30	-	-	H5	SYBR Green I	 	1.17	3.42	None			89
255;0;0;255	C10	12-053	TELO	7.38	0.11	-	Positive	Unchecked	Unknown	-	7.46	-	-	C9	SYBR Green I	 	1.31	3.45	None			34
255;0;0;255	C9	12-053	TELO	7.53	0.11	-	Positive	Unchecked	Unknown	-	7.46	-	-	C9	SYBR Green I	 	1.37	3.57	None			33
255;0;0;255	H12	12-134	TELO	8.25	0.10	-	Positive	Unchecked	Unknown	-	8.18	-	-	H11	SYBR Green I	 	1.55	3.93	None			96
255;0;0;255	H11	12-134	TELO	8.11	0.10	-	Positive	Unchecked	Unknown	-	8.18	-	-	H11	SYBR Green I	 	1.68	4.10	None			95
255;0;0;255	C2	11-177	TELO	14.14	0.09	-	Positive	Unchecked	Unknown	-	14.21	-	-	C1	SYBR Green I	 	2.05	4.60	None			26
255;0;0;255	C1	11-177	TELO	14.27	0.09	-	Positive	Unchecked	Unknown	-	14.21	-	-	C1	SYBR Green I	 	2.09	4.55	None			25
255;0;0;255	G6	12-045	TELO	6.81	0.08	-	Positive	Unchecked	Unknown	-	6.87	-	-	G5	SYBR Green I	 	1.15	3.51	None			78
255;0;0;255	G5	12-045	TELO	6.93	0.08	-	Positive	Unchecked	Unknown	-	6.87	-	-	G5	SYBR Green I	 	1.16	3.49	None			77
255;0;0;255	H10	12-064	TELO	6.53	0.08	-	Positive	Unchecked	Unknown	-	6.59	-	-	H9	SYBR Green I	 	0.68	2.49	None			94
255;0;0;255	H9	12-064	TELO	6.64	0.08	-	Positive	Unchecked	Unknown	-	6.59	-	-	H9	SYBR Green I	 	0.68	2.42	None			93
