Color	Position	Sample Name	Gene Name	Cq	Cq Error	Concentration	Call	Excluded	Sample Type	Standard	Cq Mean	Concentration Mean	Concentration Error	Replicate Group	Dye	Edited Call	Slope	EPF	Failure	Notes	Sample Prep Notes	Number
255;0;0;255	D8	17-149	TOX	23.74	0.11	-	Positive	Unchecked	Unknown	-	23.67	-	-	D7	SYBR Green I	 	0.56	2.86	None			44
255;0;0;255	D7	17-149	TOX	23.59	0.11	-	Positive	Unchecked	Unknown	-	23.67	-	-	D7	SYBR Green I	 	0.57	2.89	None			43
255;0;0;255	A12	17-242	TOX	23.50	0.11	-	Positive	Unchecked	Unknown	-	23.43	-	-	A11	SYBR Green I	 	0.58	2.92	None			12
255;0;0;255	A11	17-242	TOX	23.35	0.11	-	Positive	Unchecked	Unknown	-	23.43	-	-	A11	SYBR Green I	 	0.57	2.90	None			11
255;0;0;255	E12	17-324	TOX	24.73	0.08	-	Positive	Unchecked	Unknown	-	24.79	-	-	E11	SYBR Green I	 	0.67	2.97	None			60
255;0;0;255	E11	17-324	TOX	24.85	0.08	-	Positive	Unchecked	Unknown	-	24.79	-	-	E11	SYBR Green I	 	0.60	2.85	None			59
255;0;0;255	G8	17-181	TOX	23.87	0.08	-	Positive	Unchecked	Unknown	-	23.82	-	-	G7	SYBR Green I	 	0.57	2.87	None			80
255;0;0;255	G7	17-181	TOX	23.76	0.08	-	Positive	Unchecked	Unknown	-	23.82	-	-	G7	SYBR Green I	 	0.57	2.86	None			79
255;0;0;255	H6	17-096	TOX	25.75	0.07	-	Positive	Unchecked	Unknown	-	25.70	-	-	H5	SYBR Green I	 	0.62	2.82	None			90
255;0;0;255	H5	17-096	TOX	25.65	0.07	-	Positive	Unchecked	Unknown	-	25.70	-	-	H5	SYBR Green I	 	0.62	2.84	None			89
255;0;0;255	E6	17-001	TOX	24.68	0.07	-	Positive	Unchecked	Unknown	-	24.63	-	-	E5	SYBR Green I	 	0.62	2.91	None			54
255;0;0;255	E5	17-001	TOX	24.58	0.07	-	Positive	Unchecked	Unknown	-	24.63	-	-	E5	SYBR Green I	 	0.61	2.90	None			53
255;0;0;255	G4	17-205	TOX	23.72	0.06	-	Positive	Unchecked	Unknown	-	23.68	-	-	G3	SYBR Green I	 	0.56	2.86	None			76
255;0;0;255	G3	17-205	TOX	23.63	0.06	-	Positive	Unchecked	Unknown	-	23.68	-	-	G3	SYBR Green I	 	0.54	2.82	None			75
255;0;0;255	C12	17-227	TOX	23.93	0.06	-	Positive	Unchecked	Unknown	-	23.89	-	-	C11	SYBR Green I	 	0.65	3.00	None			36
255;0;0;255	C11	17-227	TOX	23.84	0.06	-	Positive	Unchecked	Unknown	-	23.89	-	-	C11	SYBR Green I	 	0.59	2.93	None			35
255;0;0;255	A2	17-158	TOX	23.68	0.06	-	Positive	Unchecked	Unknown	-	23.73	-	-	A1	SYBR Green I	 	0.54	2.83	None			2
255;0;0;255	A1	17-158	TOX	23.77	0.06	-	Positive	Unchecked	Unknown	-	23.73	-	-	A1	SYBR Green I	 	0.56	2.87	None			1
255;0;0;255	H4	17-206	TOX	24.27	0.06	-	Positive	Unchecked	Unknown	-	24.23	-	-	H3	SYBR Green I	 	0.64	2.95	None			88
255;0;0;255	H3	17-206	TOX	24.18	0.06	-	Positive	Unchecked	Unknown	-	24.23	-	-	H3	SYBR Green I	 	0.62	2.91	None			87
255;0;0;255	E4	17-225	TOX	24.41	0.06	-	Positive	Unchecked	Unknown	-	24.37	-	-	E3	SYBR Green I	 	0.59	2.87	None			52
255;0;0;255	E3	17-225	TOX	24.33	0.06	-	Positive	Unchecked	Unknown	-	24.37	-	-	E3	SYBR Green I	 	0.60	2.89	None			51
255;0;0;255	D12	17-230	TOX	24.67	0.06	-	Positive	Unchecked	Unknown	-	24.71	-	-	D11	SYBR Green I	 	0.65	2.93	None			48
255;0;0;255	D11	17-230	TOX	24.75	0.06	-	Positive	Unchecked	Unknown	-	24.71	-	-	D11	SYBR Green I	 	0.58	2.82	None			47
255;0;0;255	C6	17-326	TOX	24.20	0.06	-	Positive	Unchecked	Unknown	-	24.16	-	-	C5	SYBR Green I	 	0.61	2.91	None			30
255;0;0;255	C5	17-326	TOX	24.12	0.06	-	Positive	Unchecked	Unknown	-	24.16	-	-	C5	SYBR Green I	 	0.58	2.87	None			29
255;0;0;255	B6	17-323	TOX	23.59	0.06	-	Positive	Unchecked	Unknown	-	23.55	-	-	B5	SYBR Green I	 	0.58	2.90	None			18
255;0;0;255	B5	17-323	TOX	23.51	0.06	-	Positive	Unchecked	Unknown	-	23.55	-	-	B5	SYBR Green I	 	0.58	2.91	None			17
255;0;255;0	G2	GB	TOX	26.19	0.05	-	Positive	Unchecked	Positive control	-	26.13	-	-	F1	SYBR Green I	 	0.75	2.69	None			74
255;0;255;0	G1	GB	TOX	26.10	0.05	-	Positive	Unchecked	Positive control	-	26.13	-	-	F1	SYBR Green I	 	0.81	2.78	None			73
