id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	b67c4b68-fb30-4103-b53b-42500930070f	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.548 < 1.7	0.214015	0.040365	0.250035	0.125	0.125	11	17	4	14.5	0.088938	1.547741	0.999841	1.579290e-04	15.2792	15.2792	1.579494	0.083452	1.176464e-04	15.2446	1.577803	0.083551	1.194874e-04	15.2464	1.629087	0.027234	7.514448e-05	15.1975	1.626103	0.026366	7.716861e-05	15.2001	1.579494	0.083452	1.176464e-04	15.2446	1.577803	0.083551	1.194874e-04	15.2464	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	b67c4b68-fb30-4103-b53b-42500930070f	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.542 < 1.7	0.214073	0.040365	0.250035	0.125	0.125	12	16	4	14.5	0.091308	1.541928	0.999965	1.712294e-04	15.2253	15.2253	1.579494	0.083452	1.207806e-04	15.1871	1.577803	0.083551	1.226707e-04	15.1887	1.629087	0.027234	7.714641e-05	15.1436	1.626103	0.026366	7.922447e-05	15.1460	1.579494	0.083452	1.207806e-04	15.1871	1.577803	0.083551	1.226707e-04	15.1887	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	231766d4-2931-4c3e-ad87-69033e14aeaf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.462 < 1.7	0.076213	0.040365	0.250035	0.125	0.125	11	19	5	16.0	0.097876	1.462092	0.999972	2.244307e-04	16.6439	16.6439	1.579494	0.083452	6.522134e-05	16.5351	1.577803	0.083551	6.634849e-05	16.5364	1.629087	0.027234	3.977121e-05	16.5012	1.626103	0.026366	4.095496e-05	16.5031	1.579494	0.083452	6.522134e-05	16.5351	1.577803	0.083551	6.634849e-05	16.5364	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	231766d4-2931-4c3e-ad87-69033e14aeaf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.468 < 1.7	0.071680	0.040365	0.250035	0.125	0.125	11	19	5	16.0	0.086796	1.468273	0.999961	1.860330e-04	16.9497	16.9497	1.579494	0.083452	5.783815e-05	16.7980	1.577803	0.083551	5.883770e-05	16.7998	1.629087	0.027234	3.526902e-05	16.7474	1.626103	0.026366	3.631878e-05	16.7502	1.579494	0.083452	5.783815e-05	16.7980	1.577803	0.083551	5.883770e-05	16.7998	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	d511a1dc-164b-4e6a-bd1f-9c4d75b24e44	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.413 < 1.7	0.073290	0.040365	0.250035	0.125	0.125	11	19	6	15.5	0.099551	1.413274	0.999967	4.672329e-04	16.1581	16.1581	1.579494	0.083452	8.337137e-05	15.9980	1.577803	0.083551	8.476678e-05	15.9992	1.629087	0.027234	5.163083e-05	15.9665	1.626103	0.026366	5.311887e-05	15.9682	1.579494	0.083452	8.337137e-05	15.9980	1.577803	0.083551	8.476678e-05	15.9992	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	d511a1dc-164b-4e6a-bd1f-9c4d75b24e44	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.416 < 1.7	0.078045	0.040365	0.250035	0.125	0.125	11	19	6	15.5	0.103285	1.416046	0.999955	4.702568e-04	16.0486	16.0486	1.579494	0.083452	8.649842e-05	15.9175	1.577803	0.083551	8.794617e-05	15.9184	1.629087	0.027234	5.356738e-05	15.8910	1.626103	0.026366	5.511123e-05	15.8925	1.579494	0.083452	8.649842e-05	15.9175	1.577803	0.083551	8.794617e-05	15.9184	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	9bb87470-e2c1-492c-9f6d-17e2e5f57566	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.599 < 1.7	0.059998	0.040365	0.250035	0.125	0.125	12	25	4	24.5	0.122666	1.599283	0.999365	1.237526e-06	24.5401	24.5401	1.579494	0.083452	1.678944e-06	24.5412	1.577803	0.083551	1.723577e-06	24.5413	1.629087	0.027234	7.872117e-07	24.5386	1.626103	0.026366	8.233723e-07	24.5388	1.579494	0.083452	1.678944e-06	24.5412	1.577803	0.083551	1.723577e-06	24.5413	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	9bb87470-e2c1-492c-9f6d-17e2e5f57566	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.632 < 1.7	0.064689	0.040365	0.250035	0.125	0.125	11	26	4	23.5	0.084909	1.632306	0.999901	8.474509e-07	24.2893	24.2893	1.579494	0.083452	1.835624e-06	24.3460	1.577803	0.083551	1.882405e-06	24.3480	1.629087	0.027234	8.876983e-07	24.2925	1.626103	0.026366	9.267744e-07	24.2954	1.579494	0.083452	1.835624e-06	24.3460	1.577803	0.083551	1.882405e-06	24.3480	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	a7d610ba-6528-4417-ae7b-3a218214fdb0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.465 < 1.7	0.074741	0.040365	0.250035	0.125	0.125	11	19	5	16.0	0.095060	1.465450	0.999978	2.101190e-04	16.7165	16.7165	1.579494	0.083452	6.334503e-05	16.5990	1.577803	0.083551	6.443975e-05	16.6004	1.629087	0.027234	3.862705e-05	16.5610	1.626103	0.026366	3.977676e-05	16.5632	1.579494	0.083452	6.334503e-05	16.5990	1.577803	0.083551	6.443975e-05	16.6004	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	a7d610ba-6528-4417-ae7b-3a218214fdb0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.461 < 1.7	0.076578	0.040365	0.250035	0.125	0.125	12	19	5	16.0	0.095717	1.461418	0.999876	2.211039e-04	16.7035	16.7035	1.579494	0.083452	6.378278e-05	16.5839	1.577803	0.083551	6.488507e-05	16.5853	1.629087	0.027234	3.889399e-05	16.5469	1.626103	0.026366	4.005164e-05	16.5490	1.579494	0.083452	6.378278e-05	16.5839	1.577803	0.083551	6.488507e-05	16.5853	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
