id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	8dd29264-3cd1-4df4-8649-9dcef67e0911	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.561 < 1.7	0.189327	0.029923	0.213304	0.10649999999999998	0.1065	12	17	5	15.0	0.083610	1.560607	0.999911	1.054036e-04	15.5437	15.5437	1.634813	0.068473	5.250967e-05	15.4923	1.634807	0.069227	5.251228e-05	15.4923	1.676542	0.027140	3.597853e-05	15.4683	1.679862	0.025856	3.492665e-05	15.4665	1.640267	0.058519	4.995082e-05	15.4890	1.640385	0.059171	4.989675e-05	15.4889	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	8dd29264-3cd1-4df4-8649-9dcef67e0911	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.555 < 1.7	0.185257	0.029923	0.213304	0.10649999999999998	0.1065	12	17	5	15.0	0.089380	1.554987	0.999638	1.189429e-04	15.3970	15.3970	1.634813	0.068473	5.613309e-05	15.3565	1.634807	0.069227	5.613587e-05	15.3565	1.676542	0.027140	3.846121e-05	15.3392	1.679862	0.025856	3.733675e-05	15.3379	1.640267	0.058519	5.339766e-05	15.3541	1.640385	0.059171	5.333986e-05	15.3541	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	c04a3d08-50ad-46ae-98fb-6dcc818eb205	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.674 < 1.7	0.059943	0.029923	0.213304	0.10649999999999998	0.1065	11	27	4	25.5	0.083957	1.673708	0.999731	1.660444e-07	25.9618	25.9618	1.634813	0.068473	3.024271e-07	25.9839	1.634807	0.069227	3.024526e-07	25.9839	1.676542	0.027140	1.590331e-07	25.9603	1.679862	0.025856	1.512100e-07	25.9585	1.640267	0.058519	2.778026e-07	25.9806	1.640385	0.059171	2.772917e-07	25.9806	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	c04a3d08-50ad-46ae-98fb-6dcc818eb205	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.059064	0.029923	0.213304	0.10649999999999998	0.1065	12	27	4	25.5	0.075509	1.706347	0.999778	9.125928e-08	26.1436	26.1436	1.634813	0.068473	2.719959e-07	26.1997	1.634807	0.069227	2.720188e-07	26.1997	1.676542	0.027140	1.430307e-07	26.1655	1.679862	0.025856	1.359948e-07	26.1630	1.640267	0.058519	2.498492e-07	26.1949	1.640385	0.059171	2.493896e-07	26.1948	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	ad543da2-eba9-48fe-acc8-d833742874fa	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.599 < 1.7	0.059551	0.029923	0.213304	0.10649999999999998	0.1065	12	25	4	23.5	0.093657	1.598920	0.999909	1.519181e-06	23.7738	23.7738	1.634813	0.068473	9.016559e-07	23.7614	1.634807	0.069227	9.017260e-07	23.7614	1.676542	0.027140	4.986554e-07	23.7487	1.679862	0.025856	4.760052e-07	23.7477	1.640267	0.058519	8.337759e-07	23.7597	1.640385	0.059171	8.323625e-07	23.7596	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	ad543da2-eba9-48fe-acc8-d833742874fa	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.601 < 1.7	0.064000	0.029923	0.213304	0.10649999999999998	0.1065	12	25	5	23.0	0.081328	1.601376	0.999849	1.610259e-06	23.5727	23.5727	1.634813	0.068473	1.001097e-06	23.5486	1.634807	0.069227	1.001173e-06	23.5486	1.676542	0.027140	5.606721e-07	23.5218	1.679862	0.025856	5.357346e-07	23.5199	1.640267	0.058519	9.272733e-07	23.5449	1.640385	0.059171	9.257348e-07	23.5448	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	a487d90d-212b-4a68-a297-80628bcff6d1	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.500 < 1.7	0.056211	0.029923	0.213304	0.10649999999999998	0.1065	11	26	5	23.0	0.079554	1.500421	0.999900	7.043017e-06	23.7190	23.7190	1.634813	0.068473	9.792567e-07	23.5935	1.634807	0.069227	9.793311e-07	23.5935	1.676542	0.027140	5.484404e-07	23.5645	1.679862	0.025856	5.240469e-07	23.5624	1.640267	0.058519	9.070438e-07	23.5895	1.640385	0.059171	9.055389e-07	23.5894	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	a487d90d-212b-4a68-a297-80628bcff6d1	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.520 < 1.7	0.057112	0.029923	0.213304	0.10649999999999998	0.1065	12	26	5	23.0	0.077606	1.520101	0.999847	5.091288e-06	23.7558	23.7558	1.634813	0.068473	9.552850e-07	23.6439	1.634807	0.069227	9.553576e-07	23.6439	1.676542	0.027140	5.350148e-07	23.6125	1.679862	0.025856	5.112185e-07	23.6102	1.640267	0.058519	8.848399e-07	23.6396	1.640385	0.059171	8.833718e-07	23.6395	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
9	A9	218aadf0-2d3a-4b89-8719-211fabb05067	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.661 < 1.7	0.058986	0.029923	0.213304	0.10649999999999998	0.1065	11	25	4	22.5	0.065706	1.660886	0.999923	7.243614e-07	23.4519	23.4519	1.634813	0.068473	1.034127e-06	23.4826	1.634807	0.069227	1.034204e-06	23.4826	1.676542	0.027140	5.865160e-07	23.4346	1.679862	0.025856	5.609836e-07	23.4311	1.640267	0.058519	9.594641e-07	23.4759	1.640385	0.059171	9.579067e-07	23.4758	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	218aadf0-2d3a-4b89-8719-211fabb05067	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.672 < 1.7	0.064329	0.029923	0.213304	0.10649999999999998	0.1065	11	25	4	22.5	0.068142	1.672286	0.999909	6.440640e-07	23.3685	23.3685	1.634813	0.068473	1.072469e-06	23.4085	1.634807	0.069227	1.072549e-06	23.4085	1.676542	0.027140	6.082621e-07	23.3642	1.679862	0.025856	5.817830e-07	23.3609	1.640267	0.058519	9.950379e-07	23.4024	1.640385	0.059171	9.934228e-07	23.4022	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
