id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	08239a3c-d8ef-449a-b799-a469653c2db9	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.652 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.200	0.168227	0.002193	0.025645	0.013	0.013	7	22	5	20.0	0.005916	1.652055	0.998630	2.579336e-07	21.5684	21.5684	1.823441	0.087044	3.582314e-08	21.3107	1.846970	0.056126	2.772060e-08	21.2833	1.847949	0.028034	2.742832e-08	21.2822	1.853888	0.026816	2.572340e-08	21.2755	1.837764	0.058570	3.063382e-08	21.2938	1.851610	0.047948	2.636363e-08	21.2781	Yes	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	Yes
2	A2	08239a3c-d8ef-449a-b799-a469653c2db9	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau in positive control;indiv PCR eff is 1.376 < 1.7	0.165862	0.002193	0.025645	0.013	0.013	11	22	7	19.0	0.006695	1.376220	0.981670	1.551272e-05	21.0780	21.0780	1.823441	0.087044	7.392879e-08	20.1046	1.846970	0.056126	5.794562e-08	20.0815	1.847949	0.028034	nan	20.0806	1.853888	0.026816	nan	20.0750	1.837764	0.058570	nan	20.0904	1.851610	0.047948	5.524756e-08	20.0771	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No
3	A3	171884ec-ced4-4f74-b11a-79216268858c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044391	0.002193	0.025645	0.013	0.013	10	26	4	23.5	0.007893	1.844439	0.999621	4.461050e-09	24.3151	24.3151	1.823441	0.087044	5.838369e-09	24.3306	1.846970	0.056126	4.319588e-09	24.3132	1.847949	0.028034	4.266124e-09	24.3125	1.853888	0.026816	3.956263e-09	24.3083	1.837764	0.058570	4.857756e-09	24.3199	1.851610	0.047948	4.072212e-09	24.3099	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	171884ec-ced4-4f74-b11a-79216268858c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045282	0.002193	0.025645	0.013	0.013	10	26	4	23.5	0.008835	1.785120	0.999351	1.076529e-08	24.1665	24.1665	1.823441	0.087044	6.535155e-09	24.1429	1.846970	0.056126	4.835114e-09	24.1295	1.847949	0.028034	4.775269e-09	24.1289	1.853888	0.026816	4.428428e-09	24.1257	1.837764	0.058570	5.437510e-09	24.1347	1.851610	0.047948	4.558215e-09	24.1269	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	4341453a-7087-47a6-b551-e00a14afcb85	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.040830	0.002193	0.025645	0.013	0.013	8	28	3	26.0	0.007337	1.964002	0.999686	1.753069e-10	26.8476	26.8476	1.823441	0.087044	1.208663e-09	26.9523	1.846970	0.056126	8.660363e-10	26.9324	1.847949	0.028034	8.541847e-10	26.9316	1.853888	0.026816	7.858138e-10	26.9268	1.837764	0.058570	9.861757e-10	26.9401	1.851610	0.047948	8.113336e-10	26.9286	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	4341453a-7087-47a6-b551-e00a14afcb85	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.042273	0.002193	0.025645	0.013	0.013	9	28	4	25.5	0.006045	1.856203	0.998980	8.539866e-10	26.7379	26.7379	1.823441	0.087044	1.344816e-09	26.7746	1.846970	0.056126	9.697897e-10	26.7480	1.847949	0.028034	9.567717e-10	26.7469	1.853888	0.026816	8.816029e-10	26.7404	1.837764	0.058570	1.101567e-09	26.7582	1.851610	0.047948	9.096742e-10	26.7429	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	c29cdc28-9ce8-4564-a3c8-594998bd0a24	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.038057	0.002193	0.025645	0.013	0.013	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.823441	0.087044	nan	nan	1.846970	0.056126	nan	nan	1.847949	0.028034	nan	nan	1.853888	0.026816	nan	nan	1.837764	0.058570	nan	nan	1.851610	0.047948	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
8	A8	c29cdc28-9ce8-4564-a3c8-594998bd0a24	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.036784	0.002193	0.025645	0.013	0.013	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.823441	0.087044	nan	nan	1.846970	0.056126	nan	nan	1.847949	0.028034	nan	nan	1.853888	0.026816	nan	nan	1.837764	0.058570	nan	nan	1.851610	0.047948	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
9	A9	f7ae8c72-b289-4060-9ca2-5e8bc0af47b9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.037389	0.002193	0.025645	0.013	0.013	9	35	4	32.5	0.006566	1.721769	0.998656	1.406350e-10	33.7572	33.7572	1.823441	0.087044	2.179222e-11	33.6371	1.846970	0.056126	1.436613e-11	33.6133	1.847949	0.028034	nan	33.6124	1.853888	0.026816	nan	33.6066	1.837764	0.058570	1.689906e-11	33.6225	1.851610	0.047948	1.324095e-11	33.6088	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
10	A10	f7ae8c72-b289-4060-9ca2-5e8bc0af47b9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.042440	0.002193	0.025645	0.013	0.013	6	35	0	nan	nan	nan	nan	nan	nan	nan	1.823441	0.087044	nan	nan	1.846970	0.056126	nan	nan	1.847949	0.028034	nan	nan	1.853888	0.026816	nan	nan	1.837764	0.058570	nan	nan	1.851610	0.047948	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
11	A11	82973c46-860c-4932-9b6e-c877a64358de	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.034666	0.002193	0.025645	0.013	0.013	6	28	3	27.0	0.007632	1.910555	0.999914	1.955945e-10	27.8226	27.8226	1.823441	0.087044	6.895876e-10	27.8865	1.846970	0.056126	4.878116e-10	27.8680	1.847949	0.028034	4.808810e-10	27.8672	1.853888	0.026816	4.409730e-10	27.8627	1.837764	0.058570	5.582648e-10	27.8751	1.851610	0.047948	4.558538e-10	27.8644	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
12	A12	82973c46-860c-4932-9b6e-c877a64358de	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.038075	0.002193	0.025645	0.013	0.013	9	29	4	26.5	0.006597	1.864696	0.998647	4.448972e-10	27.5886	27.5886	1.823441	0.087044	8.048984e-10	27.6291	1.846970	0.056126	5.730437e-10	27.6055	1.847949	0.028034	5.650519e-10	27.6046	1.853888	0.026816	5.189905e-10	27.5988	1.837764	0.058570	6.541704e-10	27.6146	1.851610	0.047948	5.361745e-10	27.6010	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
13	B1	6cd87b4a-2bde-4bdc-b1f1-7253e8777b72	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.074883	0.002193	0.025645	0.013	0.013	9	24	5	22.0	0.006939	1.717035	0.998336	4.744357e-08	23.1612	23.1612	1.823441	0.087044	1.263862e-08	23.0450	1.846970	0.056126	9.532406e-09	23.0231	1.847949	0.028034	9.421908e-09	23.0223	1.853888	0.026816	8.779725e-09	23.0169	1.837764	0.058570	1.063998e-08	23.0315	1.851610	0.047948	9.020391e-09	23.0190	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
14	B2	6cd87b4a-2bde-4bdc-b1f1-7253e8777b72	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.076218	0.002193	0.025645	0.013	0.013	9	24	5	22.0	0.006611	1.740682	0.999297	3.345508e-08	23.2199	23.2199	1.823441	0.087044	1.204123e-08	23.1256	1.846970	0.056126	9.081841e-09	23.1021	1.847949	0.028034	8.976567e-09	23.1011	1.853888	0.026816	8.364738e-09	23.0954	1.837764	0.058570	1.013707e-08	23.1111	1.851610	0.047948	8.594028e-09	23.0976	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
15	B3	64805b1e-aa46-46ef-afbc-3fab58573ac3	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau;Cq > 34;N0 unreliable;indiv PCR eff is 1.640 < 1.7	0.040434	0.002193	0.025645	0.013	0.013	9	35	4	33.5	0.005858	1.640190	0.999635	3.704932e-10	35.1111	35.1111	1.823441	0.087044	1.066260e-11	34.8270	1.846970	0.056126	6.939581e-12	34.7993	1.847949	0.028034	nan	34.7982	1.853888	0.026816	nan	34.7914	1.837764	0.058570	nan	34.8100	1.851610	0.047948	6.380028e-12	34.7940	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No
