id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	6d92c2e0-0d3f-4bc8-9d86-ecbb72660bf8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.059282	0.002911	0.027542	0.013999999999999999	0.014	9	23	4	20.5	0.008002	1.746813	0.998275	8.652933e-08	21.5028	21.5028	1.751347	0.069114	8.205027e-08	21.4981	1.751347	0.069114	8.205027e-08	21.4981	1.765039	0.026346	6.994369e-08	21.4844	1.765039	0.026346	6.994369e-08	21.4844	1.751347	0.069114	8.205027e-08	21.4981	1.751347	0.069114	8.205027e-08	21.4981	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	6d92c2e0-0d3f-4bc8-9d86-ecbb72660bf8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.064975	0.002911	0.027542	0.013999999999999999	0.014	8	22	4	20.5	0.009985	1.709182	0.999247	1.687306e-07	21.1305	21.1305	1.751347	0.069114	1.023819e-07	21.1031	1.751347	0.069114	1.023819e-07	21.1031	1.765039	0.026346	8.727541e-08	21.0948	1.765039	0.026346	8.727541e-08	21.0948	1.751347	0.069114	1.023819e-07	21.1031	1.751347	0.069114	1.023819e-07	21.1031	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	4e868ac2-f6bf-4da8-8a35-99dc9c952e40	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.057838	0.002911	0.027542	0.013999999999999999	0.014	8	24	4	21.5	0.008249	1.781091	0.999525	3.362337e-08	22.4164	22.4164	1.751347	0.069114	4.829319e-08	22.4440	1.751347	0.069114	4.829319e-08	22.4440	1.765039	0.026346	4.084815e-08	22.4310	1.765039	0.026346	4.084815e-08	22.4310	1.751347	0.069114	4.829319e-08	22.4440	1.751347	0.069114	4.829319e-08	22.4440	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	4e868ac2-f6bf-4da8-8a35-99dc9c952e40	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.057880	0.002911	0.027542	0.013999999999999999	0.014	9	24	4	21.5	0.008934	1.746562	0.999575	5.547371e-08	22.3055	22.3055	1.751347	0.069114	5.230429e-08	22.3016	1.751347	0.069114	5.230429e-08	22.3016	1.765039	0.026346	4.424089e-08	22.2906	1.765039	0.026346	4.424089e-08	22.2906	1.751347	0.069114	5.230429e-08	22.3016	1.751347	0.069114	5.230429e-08	22.3016	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	bc3ec02e-4c0b-437f-8cd2-1470893637f1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054750	0.002911	0.027542	0.013999999999999999	0.014	8	24	4	21.5	0.007385	1.770775	0.998951	3.410435e-08	22.6194	22.6194	1.751347	0.069114	4.323335e-08	22.6415	1.751347	0.069114	4.323335e-08	22.6415	1.765039	0.026346	3.656835e-08	22.6258	1.765039	0.026346	3.656835e-08	22.6258	1.751347	0.069114	4.323335e-08	22.6415	1.751347	0.069114	4.323335e-08	22.6415	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	bc3ec02e-4c0b-437f-8cd2-1470893637f1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055172	0.002911	0.027542	0.013999999999999999	0.014	10	24	4	21.5	0.007394	1.752459	0.997886	4.270482e-08	22.6378	22.6378	1.751347	0.069114	4.329133e-08	22.6391	1.751347	0.069114	4.329133e-08	22.6391	1.765039	0.026346	3.661740e-08	22.6235	1.765039	0.026346	3.661740e-08	22.6235	1.751347	0.069114	4.329133e-08	22.6391	1.751347	0.069114	4.329133e-08	22.6391	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	d195dfa0-f2bf-48e3-813f-cfb3f9a7d12a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053186	0.002911	0.027542	0.013999999999999999	0.014	7	23	4	21.5	0.008726	1.778409	0.998498	3.673958e-08	22.3211	22.3211	1.751347	0.069114	5.108692e-08	22.3436	1.751347	0.069114	5.108692e-08	22.3436	1.765039	0.026346	4.321119e-08	22.3321	1.765039	0.026346	4.321119e-08	22.3321	1.751347	0.069114	5.108692e-08	22.3436	1.751347	0.069114	5.108692e-08	22.3436	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	d195dfa0-f2bf-48e3-813f-cfb3f9a7d12a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.051358	0.002911	0.027542	0.013999999999999999	0.014	8	23	4	21.5	0.008453	1.769791	0.999891	3.950609e-08	22.3839	22.3839	1.751347	0.069114	4.948595e-08	22.4004	1.751347	0.069114	4.948595e-08	22.4004	1.765039	0.026346	4.185703e-08	22.3881	1.765039	0.026346	4.185703e-08	22.3881	1.751347	0.069114	4.948595e-08	22.4004	1.751347	0.069114	4.948595e-08	22.4004	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	56a74062-5d3e-44aa-94cb-d9c39dec9af5	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053469	0.002911	0.027542	0.013999999999999999	0.014	6	23	4	21.5	0.009400	1.855734	0.999926	1.585046e-08	22.1443	22.1443	1.751347	0.069114	5.503316e-08	22.2108	1.751347	0.069114	5.503316e-08	22.2108	1.765039	0.026346	4.654907e-08	22.2011	1.765039	0.026346	4.654907e-08	22.2011	1.751347	0.069114	5.503316e-08	22.2108	1.751347	0.069114	5.503316e-08	22.2108	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	56a74062-5d3e-44aa-94cb-d9c39dec9af5	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053452	0.002911	0.027542	0.013999999999999999	0.014	9	23	4	21.5	0.008744	1.723719	0.998778	7.205617e-08	22.3645	22.3645	1.751347	0.069114	5.119095e-08	22.3400	1.751347	0.069114	5.119095e-08	22.3400	1.765039	0.026346	4.329918e-08	22.3285	1.765039	0.026346	4.329918e-08	22.3285	1.751347	0.069114	5.119095e-08	22.3400	1.751347	0.069114	5.119095e-08	22.3400	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
