id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	06a22038-e493-4f3e-91a5-c4c2106e1a93	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.049397	0.002704	0.028576	0.014499999999999997	0.0145	9	24	4	21.5	0.008111	1.845092	0.999991	1.547751e-08	22.4483	22.4483	1.802763	0.057468	2.549223e-08	22.4857	1.802763	0.057468	2.549223e-08	22.4857	1.816477	0.027460	2.165940e-08	22.4732	1.816477	0.027460	2.165940e-08	22.4732	1.802763	0.057468	2.549223e-08	22.4857	1.802763	0.057468	2.549223e-08	22.4857	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	06a22038-e493-4f3e-91a5-c4c2106e1a93	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053478	0.002704	0.028576	0.014499999999999997	0.0145	6	24	3	22.0	0.009432	2.052340	0.999944	1.273893e-09	22.5981	22.5981	1.802763	0.057468	2.207836e-08	22.7297	1.802763	0.057468	2.207836e-08	22.7297	1.816477	0.027460	1.868788e-08	22.7204	1.816477	0.027460	1.868788e-08	22.7204	1.802763	0.057468	2.207836e-08	22.7297	1.802763	0.057468	2.207836e-08	22.7297	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	b7867763-725f-41c4-a2eb-d598d87446eb	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052316	0.002704	0.028576	0.014499999999999997	0.0145	8	23	4	21.5	0.010150	1.820004	0.999828	2.599605e-08	22.0956	22.0956	1.802763	0.057468	3.189911e-08	22.1052	1.802763	0.057468	3.189911e-08	22.1052	1.816477	0.027460	2.710299e-08	22.0976	1.816477	0.027460	2.710299e-08	22.0976	1.802763	0.057468	3.189911e-08	22.1052	1.802763	0.057468	3.189911e-08	22.1052	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	b7867763-725f-41c4-a2eb-d598d87446eb	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053203	0.002704	0.028576	0.014499999999999997	0.0145	9	23	4	21.5	0.010507	1.839635	0.999710	2.136699e-08	22.0284	22.0284	1.802763	0.057468	3.302116e-08	22.0466	1.802763	0.057468	3.302116e-08	22.0466	1.816477	0.027460	2.805634e-08	22.0396	1.816477	0.027460	2.805634e-08	22.0396	1.802763	0.057468	3.302116e-08	22.0466	1.802763	0.057468	3.302116e-08	22.0466	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	9f2f745c-d0bc-415c-9cba-abe1555b5784	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.056679	0.002704	0.028576	0.014499999999999997	0.0145	9	23	4	20.5	0.007231	1.750183	0.998845	7.516322e-08	21.7430	21.7430	1.802763	0.057468	4.097062e-08	21.6806	1.802763	0.057468	4.097062e-08	21.6806	1.816477	0.027460	3.507539e-08	21.6656	1.816477	0.027460	3.507539e-08	21.6656	1.802763	0.057468	4.097062e-08	21.6806	1.802763	0.057468	4.097062e-08	21.6806	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	9f2f745c-d0bc-415c-9cba-abe1555b5784	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.057871	0.002704	0.028576	0.014499999999999997	0.0145	8	23	4	20.5	0.006741	1.812216	0.999930	3.431192e-08	21.7882	21.7882	1.802763	0.057468	3.819489e-08	21.7996	1.802763	0.057468	3.819489e-08	21.7996	1.816477	0.027460	3.269905e-08	21.7831	1.816477	0.027460	3.269905e-08	21.7831	1.802763	0.057468	3.819489e-08	21.7996	1.802763	0.057468	3.819489e-08	21.7996	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	6601cc9c-01a5-4444-b94a-3a2cf992decc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055067	0.002704	0.028576	0.014499999999999997	0.0145	9	23	5	21.0	0.008399	1.753316	0.998541	6.355890e-08	21.9724	21.9724	1.802763	0.057468	3.544267e-08	21.9265	1.802763	0.057468	3.544267e-08	21.9265	1.816477	0.027460	3.022809e-08	21.9147	1.816477	0.027460	3.022809e-08	21.9147	1.802763	0.057468	3.544267e-08	21.9265	1.802763	0.057468	3.544267e-08	21.9265	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	6601cc9c-01a5-4444-b94a-3a2cf992decc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052201	0.002704	0.028576	0.014499999999999997	0.0145	8	23	4	21.5	0.010503	1.807249	0.999771	3.129282e-08	22.0448	22.0448	1.802763	0.057468	3.301033e-08	22.0471	1.802763	0.057468	3.301033e-08	22.0471	1.816477	0.027460	2.804714e-08	22.0402	1.816477	0.027460	2.804714e-08	22.0402	1.802763	0.057468	3.301033e-08	22.0471	1.802763	0.057468	3.301033e-08	22.0471	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	a0926eb7-a389-40b5-9b8c-221c543d7d22	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050409	0.002704	0.028576	0.014499999999999997	0.0145	9	23	4	21.5	0.009594	1.849259	0.999985	1.744101e-08	22.1717	22.1717	1.802763	0.057468	3.015360e-08	22.2007	1.802763	0.057468	3.015360e-08	22.2007	1.816477	0.027460	2.561992e-08	22.1918	1.816477	0.027460	2.561992e-08	22.1918	1.802763	0.057468	3.015360e-08	22.2007	1.802763	0.057468	3.015360e-08	22.2007	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	a0926eb7-a389-40b5-9b8c-221c543d7d22	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.051208	0.002704	0.028576	0.014499999999999997	0.0145	8	23	4	21.5	0.009936	1.874014	0.999330	1.357087e-08	22.1018	22.1018	1.802763	0.057468	3.122770e-08	22.1413	1.802763	0.057468	3.122770e-08	22.1413	1.816477	0.027460	2.653253e-08	22.1332	1.816477	0.027460	2.653253e-08	22.1332	1.802763	0.057468	3.122770e-08	22.1413	1.802763	0.057468	3.122770e-08	22.1413	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
