id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	3ac1d197-5b75-4648-af21-60c5de3fa8b4	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.454 < 1.7	0.047595	0.038726	0.184927	0.09250000000000003	0.0925	11	18	5	16.0	0.085968	1.454244	0.999860	2.148523e-04	16.1956	16.1956	1.478414	0.046701	1.650430e-04	16.1873	1.478414	0.046701	1.650430e-04	16.1873	1.464389	0.024958	1.922355e-04	16.1920	1.464389	0.024958	1.922355e-04	16.1920	1.478414	0.046701	1.650430e-04	16.1873	1.478414	0.046701	1.650430e-04	16.1873	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	3ac1d197-5b75-4648-af21-60c5de3fa8b4	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.457 < 1.7	0.050754	0.038726	0.184927	0.09250000000000003	0.0925	11	18	4	15.5	0.079560	1.457461	0.999985	2.317080e-04	15.9001	15.9001	1.478414	0.046701	1.857170e-04	15.8855	1.478414	0.046701	1.857170e-04	15.8855	1.464389	0.024958	2.152873e-04	15.8951	1.464389	0.024958	2.152873e-04	15.8951	1.478414	0.046701	1.857170e-04	15.8855	1.478414	0.046701	1.857170e-04	15.8855	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	d4ee401e-73c9-480c-b4e1-1157754d02c9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.575 < 1.7	0.051109	0.038726	0.184927	0.09250000000000003	0.0925	11	20	3	19.0	0.096585	1.574649	0.999845	1.731485e-05	18.9048	18.9048	1.478414	0.046701	5.738293e-05	18.8895	1.478414	0.046701	5.738293e-05	18.8895	1.464389	0.024958	6.877627e-05	18.8867	1.464389	0.024958	6.877627e-05	18.8867	1.478414	0.046701	5.738293e-05	18.8895	1.478414	0.046701	5.738293e-05	18.8895	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	d4ee401e-73c9-480c-b4e1-1157754d02c9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.586 < 1.7	0.053034	0.038726	0.184927	0.09250000000000003	0.0925	11	20	4	18.5	0.084858	1.585511	0.999726	1.680958e-05	18.6871	18.6871	1.478414	0.046701	6.130014e-05	18.7206	1.478414	0.046701	6.130014e-05	18.7206	1.464389	0.024958	7.312189e-05	18.7261	1.464389	0.024958	7.312189e-05	18.7261	1.478414	0.046701	6.130014e-05	18.7206	1.478414	0.046701	6.130014e-05	18.7206	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	ecaa92d3-5a08-4bde-9839-90a395667e53	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.475 < 1.7	0.051585	0.038726	0.184927	0.09250000000000003	0.0925	11	18	4	16.5	0.095022	1.475106	0.999880	1.556821e-04	16.4308	16.4308	1.478414	0.046701	1.500329e-04	16.4312	1.478414	0.046701	1.500329e-04	16.4312	1.464389	0.024958	1.755873e-04	16.4295	1.464389	0.024958	1.755873e-04	16.4295	1.478414	0.046701	1.500329e-04	16.4312	1.478414	0.046701	1.500329e-04	16.4312	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	ecaa92d3-5a08-4bde-9839-90a395667e53	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.475 < 1.7	0.052203	0.038726	0.184927	0.09250000000000003	0.0925	11	18	4	16.5	0.089566	1.475282	0.999837	1.464548e-04	16.5829	16.5829	1.478414	0.046701	1.414180e-04	16.5825	1.478414	0.046701	1.414180e-04	16.5825	1.464389	0.024958	1.655049e-04	16.5845	1.464389	0.024958	1.655049e-04	16.5845	1.478414	0.046701	1.414180e-04	16.5825	1.478414	0.046701	1.414180e-04	16.5825	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	31cf2774-2db5-4795-9db0-93e02ec1b360	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.429 < 1.7	0.051734	0.038726	0.184927	0.09250000000000003	0.0925	11	19	4	16.5	0.082009	1.429433	0.999988	2.257638e-04	16.8369	16.8369	1.478414	0.046701	1.294859e-04	16.8079	1.478414	0.046701	1.294859e-04	16.8079	1.464389	0.024958	1.515406e-04	16.8156	1.464389	0.024958	1.515406e-04	16.8156	1.478414	0.046701	1.294859e-04	16.8079	1.478414	0.046701	1.294859e-04	16.8079	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	31cf2774-2db5-4795-9db0-93e02ec1b360	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.426 < 1.7	0.047683	0.038726	0.184927	0.09250000000000003	0.0925	11	19	4	16.5	0.081276	1.425512	0.999980	2.341208e-04	16.8649	16.8649	1.478414	0.046701	1.283284e-04	16.8309	1.478414	0.046701	1.283284e-04	16.8309	1.464389	0.024958	1.501860e-04	16.8391	1.464389	0.024958	1.501860e-04	16.8391	1.478414	0.046701	1.283284e-04	16.8309	1.478414	0.046701	1.283284e-04	16.8309	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	664d6c61-4380-4a52-9507-44c70849c846	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.424 < 1.7	0.047769	0.038726	0.184927	0.09250000000000003	0.0925	12	19	4	16.5	0.078085	1.423675	0.999989	2.297677e-04	16.9796	16.9796	1.478414	0.046701	1.232911e-04	16.9333	1.478414	0.046701	1.232911e-04	16.9333	1.464389	0.024958	1.442906e-04	16.9441	1.464389	0.024958	1.442906e-04	16.9441	1.478414	0.046701	1.232911e-04	16.9333	1.478414	0.046701	1.232911e-04	16.9333	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	664d6c61-4380-4a52-9507-44c70849c846	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.417 < 1.7	0.047580	0.038726	0.184927	0.09250000000000003	0.0925	12	19	4	16.5	0.079758	1.417421	0.999980	2.523723e-04	16.9249	16.9249	1.478414	0.046701	1.259320e-04	16.8791	1.478414	0.046701	1.259320e-04	16.8791	1.464389	0.024958	1.473813e-04	16.8886	1.464389	0.024958	1.473813e-04	16.8886	1.478414	0.046701	1.259320e-04	16.8791	1.478414	0.046701	1.259320e-04	16.8791	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
