id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	add274a4-1070-4f15-a7db-34b99cffaa5e	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.522 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.346	0.183465	0.002415	0.028840	0.014499999999999997	0.0145	9	22	6	20.5	0.009005	1.522269	0.985904	1.634550e-06	21.6337	21.6337	1.856042	0.063684	2.808134e-08	21.2703	1.860131	0.067002	2.684275e-08	21.2676	1.860093	0.021007	2.685394e-08	21.2676	1.868608	0.021493	2.445367e-08	21.2620	1.862256	0.048245	2.622182e-08	21.2662	1.868414	0.046341	2.450588e-08	21.2621	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
2	A2	add274a4-1070-4f15-a7db-34b99cffaa5e	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.643 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.225	0.191179	0.002415	0.028840	0.014499999999999997	0.0145	8	22	4	20.5	0.008163	1.643031	0.999762	3.098375e-07	21.6570	21.6570	1.856042	0.063684	2.545764e-08	21.4289	1.860131	0.067002	2.433477e-08	21.4256	1.860093	0.021007	2.434491e-08	21.4257	1.868608	0.021493	2.216891e-08	21.4189	1.862256	0.048245	2.377186e-08	21.4239	1.868414	0.046341	2.221624e-08	21.4191	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
3	A3	8ebb50c4-d6a5-40af-b591-24f5507b3fc0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.044089	0.002415	0.028840	0.014499999999999997	0.0145	7	26	4	24.5	0.009144	1.874109	0.999392	1.895274e-09	25.2340	25.2340	1.856042	0.063684	2.402930e-09	25.2455	1.860131	0.067002	2.276814e-09	25.2428	1.860093	0.021007	2.277948e-09	25.2429	1.868608	0.021493	2.036787e-09	25.2374	1.862256	0.048245	2.214014e-09	25.2415	1.868414	0.046341	2.041985e-09	25.2375	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	8ebb50c4-d6a5-40af-b591-24f5507b3fc0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.045230	0.002415	0.028840	0.014499999999999997	0.0145	9	26	4	24.5	0.009431	1.872628	0.999787	1.993001e-09	25.1856	25.1856	1.856042	0.063684	2.478360e-09	25.1955	1.860131	0.067002	2.348285e-09	25.1930	1.860093	0.021007	2.349455e-09	25.1930	1.868608	0.021493	2.100724e-09	25.1880	1.862256	0.048245	2.283514e-09	25.1918	1.868414	0.046341	2.106085e-09	25.1881	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	612187d6-1142-4fe2-926f-31634efb0645	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.044230	0.002415	0.028840	0.014499999999999997	0.0145	11	28	4	25.5	0.007539	1.838368	0.999697	1.362396e-09	26.5741	26.5741	1.856042	0.063684	1.067426e-09	26.5575	1.860131	0.067002	1.009180e-09	26.5538	1.860093	0.021007	1.009704e-09	26.5538	1.868608	0.021493	8.986944e-10	26.5461	1.862256	0.048245	9.802247e-10	26.5518	1.868414	0.046341	9.010818e-10	26.5463	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	612187d6-1142-4fe2-926f-31634efb0645	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.045786	0.002415	0.028840	0.014499999999999997	0.0145	8	28	4	25.5	0.006500	1.854333	0.996685	9.421375e-10	26.7993	26.7993	1.856042	0.063684	9.202635e-10	26.7974	1.860131	0.067002	8.700477e-10	26.7928	1.860093	0.021007	8.704989e-10	26.7928	1.868608	0.021493	7.747941e-10	26.7834	1.862256	0.048245	8.450842e-10	26.7904	1.868414	0.046341	7.768525e-10	26.7836	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	fbb33797-449d-41e1-8673-e36406f0bbf2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.045824	0.002415	0.028840	0.014499999999999997	0.0145	8	29	3	27.0	0.009074	1.923767	0.999757	1.930629e-10	27.7163	27.7163	1.856042	0.063684	5.080947e-10	27.7579	1.860131	0.067002	4.787867e-10	27.7552	1.860093	0.021007	4.790496e-10	27.7552	1.868608	0.021493	4.234705e-10	27.7497	1.862256	0.048245	4.642536e-10	27.7538	1.868414	0.046341	4.246618e-10	27.7498	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	fbb33797-449d-41e1-8673-e36406f0bbf2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye			0.041841	0.002415	0.028840	0.014499999999999997	0.0145	10	29	4	26.5	0.006470	1.868019	0.998643	4.162095e-10	27.7914	27.7914	1.856042	0.063684	4.935602e-10	27.8048	1.860131	0.067002	4.656026e-10	27.8002	1.860093	0.021007	4.658535e-10	27.8002	1.868608	0.021493	4.127470e-10	27.7907	1.862256	0.048245	4.517274e-10	27.7978	1.868414	0.046341	4.138865e-10	27.7909	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	ae1d69e3-37b0-49db-8956-1b0c6670e133	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.036846	0.002415	0.028840	0.014499999999999997	0.0145	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.856042	0.063684	nan	nan	1.860131	0.067002	nan	nan	1.860093	0.021007	nan	nan	1.868608	0.021493	nan	nan	1.862256	0.048245	nan	nan	1.868414	0.046341	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
10	A10	ae1d69e3-37b0-49db-8956-1b0c6670e133	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.038676	0.002415	0.028840	0.014499999999999997	0.0145	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.856042	0.063684	nan	nan	1.860131	0.067002	nan	nan	1.860093	0.021007	nan	nan	1.868608	0.021493	nan	nan	1.862256	0.048245	nan	nan	1.868414	0.046341	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
