id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	005accf7-339a-4d88-a7b6-ed981d19b00e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau;only 2 values in log phase	0.047696	0.001552	0.022131	0.010999999999999998	0.011	2	28	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
2	A2	005accf7-339a-4d88-a7b6-ed981d19b00e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau;only 2 values in log phase	0.050118	0.001552	0.022131	0.010999999999999998	0.011	2	28	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
3	A3	8ebcab6d-3414-4631-8eec-2e4b26793d6a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.046592	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
4	A4	8ebcab6d-3414-4631-8eec-2e4b26793d6a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.047186	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
5	A5	f211d504-33a7-4ab2-ad3e-9925bfb55400	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		only 4 values in log phase	0.066468	0.001552	0.022131	0.010999999999999998	0.011	4	26	3	25.0	0.006684	2.839262	0.996379	3.125353e-14	25.4774	25.4774	2.132287	0.564370	4.016947e-11	25.6579	2.132287	0.564370	4.016947e-11	25.6579	1.865772	0.019948	1.131286e-09	25.7988	1.865772	0.019948	1.131286e-09	25.7988	2.132287	0.564370	4.016947e-11	25.6579	2.132287	0.564370	4.016947e-11	25.6579	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	f211d504-33a7-4ab2-ad3e-9925bfb55400	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		only 4 values in log phase	0.066638	0.001552	0.022131	0.010999999999999998	0.011	4	26	3	25.0	0.007084	3.020523	0.991712	7.050213e-15	25.3981	25.3981	2.132287	0.564370	4.257116e-11	25.5812	2.132287	0.564370	4.257116e-11	25.5812	1.865772	0.019948	1.198924e-09	25.7057	1.865772	0.019948	1.198924e-09	25.7057	2.132287	0.564370	4.257116e-11	25.5812	2.132287	0.564370	4.257116e-11	25.5812	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	340a3d55-af43-4a9e-a9a6-add758a47d6c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.090957	0.001552	0.022131	0.010999999999999998	0.011	6	23	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
8	A8	340a3d55-af43-4a9e-a9a6-add758a47d6c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau;only 4 values in log phase	0.089240	0.001552	0.022131	0.010999999999999998	0.011	4	24	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
9	A9	69fcb058-dd43-4c28-a232-91892d005900	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.039291	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
10	A10	69fcb058-dd43-4c28-a232-91892d005900	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.042138	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
11	A11	86d3ab55-5578-43ea-a124-9ac501b88e36	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054554	0.001552	0.022131	0.010999999999999998	0.011	6	23	4	20.5	0.005663	1.739208	0.999197	6.696431e-08	21.6997	21.6997	2.132287	0.564370	1.027335e-09	21.3768	2.132287	0.564370	1.027335e-09	21.3768	1.865772	0.019948	1.586523e-08	21.5646	1.865772	0.019948	1.586523e-08	21.5646	2.132287	0.564370	1.027335e-09	21.3768	2.132287	0.564370	1.027335e-09	21.3768	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
12	A12	86d3ab55-5578-43ea-a124-9ac501b88e36	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.639 < 1.7	0.058190	0.001552	0.022131	0.010999999999999998	0.011	7	23	4	20.5	0.005818	1.638758	0.993572	2.329158e-07	21.7896	21.7896	2.132287	0.564370	1.055398e-09	21.3413	2.132287	0.564370	1.055398e-09	21.3413	1.865772	0.019948	1.629861e-08	21.5213	1.865772	0.019948	1.629861e-08	21.5213	2.132287	0.564370	1.055398e-09	21.3413	2.132287	0.564370	1.055398e-09	21.3413	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
13	B1	bef4eea3-e99f-41e5-b6dd-66853fc245e8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.079917	0.001552	0.022131	0.010999999999999998	0.011	6	21	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
14	B2	bef4eea3-e99f-41e5-b6dd-66853fc245e8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.086798	0.001552	0.022131	0.010999999999999998	0.011	5	21	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
15	B3	28523f75-fc9a-4c9a-b289-0c96e0fe6b06	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau;only 2 values in log phase	0.060886	0.001552	0.022131	0.010999999999999998	0.011	2	25	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
16	B4	28523f75-fc9a-4c9a-b289-0c96e0fe6b06	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.056721	0.001552	0.022131	0.010999999999999998	0.011	5	25	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
17	B5	a91e35a5-a022-4dc4-af8e-5108b03ef562	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.509 < 1.7	0.062084	0.001552	0.022131	0.010999999999999998	0.011	10	23	6	19.5	0.004194	1.509176	0.989945	1.371580e-06	21.8427	21.8427	2.132287	0.564370	1.622412e-09	20.7734	2.132287	0.564370	1.622412e-09	20.7734	1.865772	0.019948	2.192343e-08	21.0460	1.865772	0.019948	2.192343e-08	21.0460	2.132287	0.564370	1.622412e-09	20.7734	2.132287	0.564370	1.622412e-09	20.7734	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
18	B6	a91e35a5-a022-4dc4-af8e-5108b03ef562	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.659 < 1.7	0.062586	0.001552	0.022131	0.010999999999999998	0.011	8	23	4	20.5	0.005048	1.659400	0.993263	1.563726e-07	22.0378	22.0378	2.132287	0.564370	9.158450e-10	21.5286	2.132287	0.564370	9.158450e-10	21.5286	1.865772	0.019948	1.414349e-08	21.7488	1.865772	0.019948	1.414349e-08	21.7488	2.132287	0.564370	9.158450e-10	21.5286	2.132287	0.564370	9.158450e-10	21.5286	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
19	B7	b5365515-b5ae-4796-b808-74e8c0c598a4	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.103483	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
20	B8	b5365515-b5ae-4796-b808-74e8c0c598a4	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.095960	0.001552	0.022131	0.010999999999999998	0.011	0	35	0	nan	nan	nan	nan	nan	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	1.865772	0.019948	nan	nan	1.865772	0.019948	nan	nan	2.132287	0.564370	nan	nan	2.132287	0.564370	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
