id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	a9117494-d053-4442-83ac-204c6679bcd4	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.519 < 1.7	0.183052	0.037068	0.197242	0.09849999999999998	0.0985	12	15	4	14.5	0.105956	1.518672	0.999659	2.476830e-04	14.3254	14.3254	1.516890	0.071139	2.519377e-04	14.3249	1.516890	0.071139	2.519377e-04	14.3249	1.523304	0.025165	2.369851e-04	14.3266	1.523304	0.025165	2.369851e-04	14.3266	1.516890	0.071139	2.519377e-04	14.3249	1.516890	0.071139	2.519377e-04	14.3249	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	a9117494-d053-4442-83ac-204c6679bcd4	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.578 < 1.7	0.167698	0.037068	0.197242	0.09849999999999998	0.0985	12	16	4	14.5	0.091263	1.578442	0.999601	1.218932e-04	14.6672	14.6672	1.516890	0.071139	2.170018e-04	14.6831	1.516890	0.071139	2.170018e-04	14.6831	1.523304	0.025165	2.041227e-04	14.6813	1.523304	0.025165	2.041227e-04	14.6813	1.516890	0.071139	2.170018e-04	14.6831	1.516890	0.071139	2.170018e-04	14.6831	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	2fbab2a5-ea05-4c52-80c1-b534f9118275	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.478 < 1.7	0.052538	0.037068	0.197242	0.09849999999999998	0.0985	12	20	4	17.5	0.084756	1.477695	0.999921	9.129278e-05	17.8849	17.8849	1.516890	0.071139	5.773989e-05	17.8607	1.516890	0.071139	5.773989e-05	17.8607	1.523304	0.025165	5.362981e-05	17.8571	1.523304	0.025165	5.362981e-05	17.8571	1.516890	0.071139	5.773989e-05	17.8607	1.516890	0.071139	5.773989e-05	17.8607	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	2fbab2a5-ea05-4c52-80c1-b534f9118275	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.473 < 1.7	0.049706	0.037068	0.197242	0.09849999999999998	0.0985	12	20	5	18.0	0.090297	1.473464	0.999737	8.424873e-05	18.2243	18.2243	1.516890	0.071139	4.994632e-05	18.2087	1.516890	0.071139	4.994632e-05	18.2087	1.523304	0.025165	4.629324e-05	18.2066	1.523304	0.025165	4.629324e-05	18.2066	1.516890	0.071139	4.994632e-05	18.2087	1.516890	0.071139	4.994632e-05	18.2087	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	a568aa6c-e0e8-4708-bf56-abca703092cf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau	0.059884	0.037068	0.197242	0.09849999999999998	0.0985	8	35	0	nan	nan	nan	nan	nan	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	1.523304	0.025165	nan	nan	1.523304	0.025165	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
6	A6	a568aa6c-e0e8-4708-bf56-abca703092cf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau	0.061063	0.037068	0.197242	0.09849999999999998	0.0985	8	35	1	nan	nan	nan	nan	nan	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	1.523304	0.025165	nan	nan	1.523304	0.025165	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
7	A7	d84060e6-57c0-42bc-bd38-9ca190af7811	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau	0.053137	0.037068	0.197242	0.09849999999999998	0.0985	7	35	0	nan	nan	nan	nan	nan	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	1.523304	0.025165	nan	nan	1.523304	0.025165	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
8	A8	d84060e6-57c0-42bc-bd38-9ca190af7811	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau	0.054231	0.037068	0.197242	0.09849999999999998	0.0985	8	35	0	nan	nan	nan	nan	nan	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	1.523304	0.025165	nan	nan	1.523304	0.025165	nan	nan	1.516890	0.071139	nan	nan	1.516890	0.071139	nan	nan	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
9	A9	8a75dd74-df63-40ce-af30-8db986b61f7a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.555 < 1.7	0.050118	0.037068	0.197242	0.09849999999999998	0.0985	12	23	4	21.5	0.089975	1.554713	0.999763	6.817810e-06	21.7051	21.7051	1.516890	0.071139	1.157742e-05	21.7173	1.516890	0.071139	1.157742e-05	21.7173	1.523304	0.025165	1.057333e-05	21.7151	1.523304	0.025165	1.057333e-05	21.7151	1.516890	0.071139	1.157742e-05	21.7173	1.516890	0.071139	1.157742e-05	21.7173	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	8a75dd74-df63-40ce-af30-8db986b61f7a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.564 < 1.7	0.053584	0.037068	0.197242	0.09849999999999998	0.0985	11	24	4	21.5	0.080424	1.564285	0.999847	5.340624e-06	21.9531	21.9531	1.516890	0.071139	1.034845e-05	21.9866	1.516890	0.071139	1.034845e-05	21.9866	1.523304	0.025165	9.450948e-06	21.9817	1.523304	0.025165	9.450948e-06	21.9817	1.516890	0.071139	1.034845e-05	21.9866	1.516890	0.071139	1.034845e-05	21.9866	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
