id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	06c7057c-2fde-40c0-bb55-b149fccc3f49	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043078	0.002897	0.030200	0.014999999999999996	0.015	8	25	4	22.5	0.007353	1.801806	0.999098	1.297290e-08	23.7108	23.7108	1.796918	0.041850	1.379051e-08	23.7165	1.796918	0.041850	1.379051e-08	23.7165	1.805675	0.026399	1.236160e-08	23.7065	1.805675	0.026399	1.236160e-08	23.7065	1.796918	0.041850	1.379051e-08	23.7165	1.796918	0.041850	1.379051e-08	23.7165	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	06c7057c-2fde-40c0-bb55-b149fccc3f49	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045867	0.002897	0.030200	0.014999999999999996	0.015	8	25	4	22.5	0.007658	1.827528	0.999922	9.822038e-09	23.6149	23.6149	1.796918	0.041850	1.436329e-08	23.6470	1.796918	0.041850	1.436329e-08	23.6470	1.805675	0.026399	1.287502e-08	23.6376	1.805675	0.026399	1.287502e-08	23.6376	1.796918	0.041850	1.436329e-08	23.6470	1.796918	0.041850	1.436329e-08	23.6470	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	05edd382-c7b1-47f2-bd09-afb94833889f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.058269	0.002897	0.030200	0.014999999999999996	0.015	7	23	4	21.5	0.008552	1.789757	0.999281	3.140409e-08	22.4653	22.4653	1.796918	0.041850	2.882050e-08	22.4588	1.796918	0.041850	2.882050e-08	22.4588	1.805675	0.026399	2.596014e-08	22.4509	1.805675	0.026399	2.596014e-08	22.4509	1.796918	0.041850	2.882050e-08	22.4588	1.796918	0.041850	2.882050e-08	22.4588	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	05edd382-c7b1-47f2-bd09-afb94833889f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054026	0.002897	0.030200	0.014999999999999996	0.015	8	23	4	21.5	0.009570	1.739815	0.998432	6.458149e-08	22.3115	22.3115	1.796918	0.041850	3.225258e-08	22.2668	1.796918	0.041850	3.225258e-08	22.2668	1.805675	0.026399	2.905160e-08	22.2605	1.805675	0.026399	2.905160e-08	22.2605	1.796918	0.041850	3.225258e-08	22.2668	1.796918	0.041850	3.225258e-08	22.2668	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	7faf490c-23c3-4185-ab80-fb362bc6f67b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.051862	0.002897	0.030200	0.014999999999999996	0.015	9	24	4	21.5	0.007459	1.724321	0.999493	6.100519e-08	22.7824	22.7824	1.796918	0.041850	2.513606e-08	22.6921	1.796918	0.041850	2.513606e-08	22.6921	1.805675	0.026399	2.264137e-08	22.6823	1.805675	0.026399	2.264137e-08	22.6823	1.796918	0.041850	2.513606e-08	22.6921	1.796918	0.041850	2.513606e-08	22.6921	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	7faf490c-23c3-4185-ab80-fb362bc6f67b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052965	0.002897	0.030200	0.014999999999999996	0.015	8	24	5	22.0	0.009453	1.735409	0.997916	5.113700e-08	22.8376	22.8376	1.796918	0.041850	2.376592e-08	22.7878	1.796918	0.041850	2.376592e-08	22.7878	1.805675	0.026399	2.135524e-08	22.7813	1.805675	0.026399	2.135524e-08	22.7813	1.796918	0.041850	2.376592e-08	22.7878	1.796918	0.041850	2.376592e-08	22.7878	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	13c813d0-a11b-4860-9f87-375bc6a1a76f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.049403	0.002897	0.030200	0.014999999999999996	0.015	10	24	5	22.0	0.009282	1.757454	0.999632	3.803455e-08	22.8513	22.8513	1.796918	0.041850	2.333483e-08	22.8190	1.796918	0.041850	2.333483e-08	22.8190	1.805675	0.026399	2.096788e-08	22.8123	1.805675	0.026399	2.096788e-08	22.8123	1.796918	0.041850	2.333483e-08	22.8190	1.796918	0.041850	2.333483e-08	22.8190	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	13c813d0-a11b-4860-9f87-375bc6a1a76f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047170	0.002897	0.030200	0.014999999999999996	0.015	10	24	4	22.5	0.011707	1.783747	0.999834	2.590832e-08	22.9283	22.9283	1.796918	0.041850	2.195576e-08	22.9230	1.796918	0.041850	2.195576e-08	22.9230	1.805675	0.026399	1.968080e-08	22.9195	1.805675	0.026399	1.968080e-08	22.9195	1.796918	0.041850	2.195576e-08	22.9230	1.796918	0.041850	2.195576e-08	22.9230	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	a4abf1bb-7dbc-4376-8d0c-941a3eb6932e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.042314	0.002897	0.030200	0.014999999999999996	0.015	10	25	4	23.5	0.011532	1.809853	0.999998	1.016910e-08	23.9432	23.9432	1.796918	0.041850	1.203612e-08	23.9486	1.796918	0.041850	1.203612e-08	23.9486	1.805675	0.026399	1.073666e-08	23.9449	1.805675	0.026399	1.073666e-08	23.9449	1.796918	0.041850	1.203612e-08	23.9486	1.796918	0.041850	1.203612e-08	23.9486	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	a4abf1bb-7dbc-4376-8d0c-941a3eb6932e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045221	0.002897	0.030200	0.014999999999999996	0.015	8	25	4	23.5	0.010933	1.849683	0.999712	5.780265e-09	24.0143	24.0143	1.796918	0.041850	1.141090e-08	24.0396	1.796918	0.041850	1.141090e-08	24.0396	1.805675	0.026399	1.017894e-08	24.0352	1.805675	0.026399	1.017894e-08	24.0352	1.796918	0.041850	1.141090e-08	24.0396	1.796918	0.041850	1.141090e-08	24.0396	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
11	A11	d534dbcd-bdef-45c1-83b6-d3843233b71b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.040593	0.002897	0.030200	0.014999999999999996	0.015	8	24	4	22.5	0.009427	1.844428	0.999889	9.828117e-09	23.2588	23.2588	1.796918	0.041850	1.767951e-08	23.2926	1.796918	0.041850	1.767951e-08	23.2926	1.805675	0.026399	1.584764e-08	23.2861	1.805675	0.026399	1.584764e-08	23.2861	1.796918	0.041850	1.767951e-08	23.2926	1.796918	0.041850	1.767951e-08	23.2926	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
12	A12	d534dbcd-bdef-45c1-83b6-d3843233b71b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044575	0.002897	0.030200	0.014999999999999996	0.015	8	24	4	22.5	0.010421	1.811683	0.999980	1.625848e-08	23.1128	23.1128	1.796918	0.041850	1.954521e-08	23.1214	1.796918	0.041850	1.954521e-08	23.1214	1.805675	0.026399	1.752001e-08	23.1163	1.805675	0.026399	1.752001e-08	23.1163	1.796918	0.041850	1.954521e-08	23.1214	1.796918	0.041850	1.954521e-08	23.1214	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
13	B1	d95bbe1d-6e72-492f-ac29-2848fdf41318	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047920	0.002897	0.030200	0.014999999999999996	0.015	9	24	4	21.5	0.007279	1.778588	0.999978	3.057982e-08	22.7558	22.7558	1.796918	0.041850	2.453005e-08	22.7338	1.796918	0.041850	2.453005e-08	22.7338	1.805675	0.026399	2.209550e-08	22.7236	1.805675	0.026399	2.209550e-08	22.7236	1.796918	0.041850	2.453005e-08	22.7338	1.796918	0.041850	2.453005e-08	22.7338	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
14	B2	d95bbe1d-6e72-492f-ac29-2848fdf41318	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.684 < 1.7	0.051592	0.002897	0.030200	0.014999999999999996	0.015	10	24	4	21.5	0.007687	1.683539	0.998854	1.051883e-07	22.7834	22.7834	1.796918	0.041850	2.590631e-08	22.6406	1.796918	0.041850	2.590631e-08	22.6406	1.805675	0.026399	2.333518e-08	22.6313	1.805675	0.026399	2.333518e-08	22.6313	1.796918	0.041850	2.590631e-08	22.6406	1.796918	0.041850	2.590631e-08	22.6406	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
15	B3	c67ed6e2-e203-4138-a260-d89c2d4d42e3	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.053091	0.002897	0.030200	0.014999999999999996	0.015	8	24	4	21.5	0.007408	1.825217	0.999370	1.784098e-08	22.6726	22.6726	1.796918	0.041850	2.496443e-08	22.7038	1.796918	0.041850	2.496443e-08	22.7038	1.805675	0.026399	2.248678e-08	22.6939	1.805675	0.026399	2.248678e-08	22.6939	1.796918	0.041850	2.496443e-08	22.7038	1.796918	0.041850	2.496443e-08	22.7038	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
16	B4	c67ed6e2-e203-4138-a260-d89c2d4d42e3	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.057287	0.002897	0.030200	0.014999999999999996	0.015	8	24	4	21.5	0.008679	1.768056	0.999968	4.143054e-08	22.4600	22.4600	1.796918	0.041850	2.924993e-08	22.4335	1.796918	0.041850	2.924993e-08	22.4335	1.805675	0.026399	2.634695e-08	22.4258	1.805675	0.026399	2.634695e-08	22.4258	1.796918	0.041850	2.924993e-08	22.4335	1.796918	0.041850	2.924993e-08	22.4335	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
17	B5	281f1229-33e2-4a5d-8c75-5dd2e85d735c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047032	0.002897	0.030200	0.014999999999999996	0.015	8	25	4	23.5	0.009707	1.808994	0.999935	8.656330e-09	24.2341	24.2341	1.796918	0.041850	1.013185e-08	24.2425	1.796918	0.041850	1.013185e-08	24.2425	1.805675	0.026399	9.037984e-09	24.2364	1.805675	0.026399	9.037984e-09	24.2364	1.796918	0.041850	1.013185e-08	24.2425	1.796918	0.041850	1.013185e-08	24.2425	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
18	B6	281f1229-33e2-4a5d-8c75-5dd2e85d735c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045704	0.002897	0.030200	0.014999999999999996	0.015	10	25	4	23.5	0.009226	1.784130	0.998710	1.138928e-08	24.3395	24.3395	1.796918	0.041850	9.629486e-09	24.3293	1.796918	0.041850	9.629486e-09	24.3293	1.805675	0.026399	8.589856e-09	24.3224	1.805675	0.026399	8.589856e-09	24.3224	1.796918	0.041850	9.629486e-09	24.3293	1.796918	0.041850	9.629486e-09	24.3293	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
