id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	fd489714-ab49-45ae-a727-2abf57bacb90	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.561 < 1.7	0.212215	0.030479	0.222331	0.11100000000000002	0.111	12	17	4	14.5	0.078803	1.561344	0.999883	1.232578e-04	15.2689	15.2689	1.644591	0.054766	5.803670e-05	15.1886	1.643659	0.054991	5.851603e-05	15.1894	1.658821	0.024536	5.122146e-05	15.1769	1.658106	0.024358	5.154259e-05	15.1775	1.653636	0.034465	5.359984e-05	15.1811	1.652875	0.034447	5.395911e-05	15.1817	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	fd489714-ab49-45ae-a727-2abf57bacb90	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.550 < 1.7	0.213791	0.030479	0.222331	0.11100000000000002	0.111	11	17	4	14.5	0.080502	1.549570	0.999943	1.405211e-04	15.2335	15.2335	1.644591	0.054766	5.928762e-05	15.1457	1.643659	0.054991	5.977728e-05	15.1465	1.658821	0.024536	5.232548e-05	15.1348	1.658106	0.024358	5.265353e-05	15.1353	1.653636	0.034465	5.475512e-05	15.1387	1.652875	0.034447	5.512213e-05	15.1393	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	63cb53bb-4fa6-49fc-b507-4a7e2431a610	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.653 < 1.7	0.066504	0.030479	0.222331	0.11100000000000002	0.111	10	23	4	20.5	0.070478	1.652847	0.999938	2.367491e-06	21.4039	21.4039	1.644591	0.054766	2.623416e-06	21.4130	1.643659	0.054991	2.654100e-06	21.4141	1.658821	0.024536	2.198709e-06	21.3975	1.658106	0.024358	2.218223e-06	21.3982	1.653636	0.034465	2.344422e-06	21.4031	1.652875	0.034447	2.366669e-06	21.4039	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	63cb53bb-4fa6-49fc-b507-4a7e2431a610	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.636 < 1.7	0.061682	0.030479	0.222331	0.11100000000000002	0.111	12	23	4	21.5	0.105008	1.635891	0.999604	2.663825e-06	21.6128	21.6128	1.644591	0.054766	2.376700e-06	21.6116	1.643659	0.054991	2.405863e-06	21.6117	1.658821	0.024536	1.974847e-06	21.6097	1.658106	0.024358	1.993233e-06	21.6097	1.653636	0.034465	2.112326e-06	21.6103	1.652875	0.034447	2.133354e-06	21.6104	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	acb2cc1b-eb8f-4d4d-8d8a-5dfdddbae71f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.623 < 1.7	0.065264	0.030479	0.222331	0.11100000000000002	0.111	11	25	4	22.5	0.080173	1.622556	0.999914	1.494640e-06	23.1722	23.1722	1.644591	0.054766	1.103371e-06	23.1540	1.643659	0.054991	1.117544e-06	23.1547	1.658821	0.024536	9.089487e-07	23.1428	1.658106	0.024358	9.178066e-07	23.1434	1.653636	0.034465	9.752732e-07	23.1468	1.652875	0.034447	9.854356e-07	23.1474	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	acb2cc1b-eb8f-4d4d-8d8a-5dfdddbae71f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.614 < 1.7	0.070345	0.030479	0.222331	0.11100000000000002	0.111	12	25	4	22.5	0.083262	1.613663	0.999923	1.756552e-06	23.1009	23.1009	1.644591	0.054766	1.145889e-06	23.0780	1.643659	0.054991	1.160608e-06	23.0786	1.658821	0.024536	9.439743e-07	23.0681	1.658106	0.024358	9.531736e-07	23.0686	1.653636	0.034465	1.012855e-06	23.0717	1.652875	0.034447	1.023409e-06	23.0722	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	8207bef3-9fc9-468c-bb0e-9da87c5f5cca	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.642 < 1.7	0.059562	0.030479	0.222331	0.11100000000000002	0.111	11	26	4	24.5	0.098178	1.641763	0.999417	5.210795e-07	24.7476	24.7476	1.644591	0.054766	4.995637e-07	24.7467	1.643659	0.054991	5.065549e-07	24.7470	1.658821	0.024536	4.045067e-07	24.7425	1.658106	0.024358	4.088010e-07	24.7427	1.653636	0.034465	4.367485e-07	24.7441	1.652875	0.034447	4.417063e-07	24.7443	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	8207bef3-9fc9-468c-bb0e-9da87c5f5cca	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.666 < 1.7	0.063031	0.030479	0.222331	0.11100000000000002	0.111	11	26	4	23.5	0.067830	1.666484	0.999921	4.159995e-07	24.4644	24.4644	1.644591	0.054766	5.676203e-07	24.4900	1.643659	0.054991	5.752376e-07	24.4911	1.658821	0.024536	4.635902e-07	24.4732	1.658106	0.024358	4.683098e-07	24.4740	1.653636	0.034465	4.989770e-07	24.4792	1.652875	0.034447	5.044088e-07	24.4801	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	6cf0667f-644c-4dae-b9c1-2f8139d5895a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		only 3 values in log phase	0.064016	0.030479	0.222331	0.11100000000000002	0.111	3	23	0	nan	nan	nan	nan	nan	nan	nan	1.644591	0.054766	nan	nan	1.643659	0.054991	nan	nan	1.658821	0.024536	nan	nan	1.658106	0.024358	nan	nan	1.653636	0.034465	nan	nan	1.652875	0.034447	nan	nan	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	No
10	A10	6cf0667f-644c-4dae-b9c1-2f8139d5895a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		baseline error;no plateau;only 0 values in log phase	0.063462	0.030479	0.222331	0.11100000000000002	0.111	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.644591	0.054766	nan	nan	1.643659	0.054991	nan	nan	1.658821	0.024536	nan	nan	1.658106	0.024358	nan	nan	1.653636	0.034465	nan	nan	1.652875	0.034447	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
