id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	cf7a9435-c390-4697-ba2b-ebd10e4917ec	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.558 < 1.7	0.212271	0.033037	0.226986	0.11349999999999999	0.1135	12	16	4	14.5	0.090114	1.558102	0.999576	1.452619e-04	15.0203	15.0203	1.619437	0.042426	8.298797e-05	14.9786	1.619437	0.042426	8.298797e-05	14.9786	1.620323	0.028424	8.233222e-05	14.9781	1.620323	0.028424	8.233222e-05	14.9781	1.619437	0.042426	8.298797e-05	14.9786	1.619437	0.042426	8.298797e-05	14.9786	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	cf7a9435-c390-4697-ba2b-ebd10e4917ec	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.557 < 1.7	0.193398	0.033037	0.226986	0.11349999999999999	0.1135	11	16	5	15.0	0.091776	1.557048	0.999481	1.197296e-04	15.4798	15.4798	1.619437	0.042426	6.641542e-05	15.4407	1.619437	0.042426	6.641542e-05	15.4407	1.620323	0.028424	6.587260e-05	15.4402	1.620323	0.028424	6.587260e-05	15.4402	1.619437	0.042426	6.641542e-05	15.4407	1.619437	0.042426	6.641542e-05	15.4407	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	e0d28975-1f7f-45b0-a227-3ebf81c65ff8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.509 < 1.7	0.060573	0.033037	0.226986	0.11349999999999999	0.1135	12	23	5	20.0	0.081626	1.508712	0.999952	2.186238e-05	20.8016	20.8016	1.619437	0.042426	5.303294e-06	20.6838	1.619437	0.042426	5.303294e-06	20.6838	1.620323	0.028424	5.245581e-06	20.6831	1.620323	0.028424	5.245581e-06	20.6831	1.619437	0.042426	5.303294e-06	20.6838	1.619437	0.042426	5.303294e-06	20.6838	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	e0d28975-1f7f-45b0-a227-3ebf81c65ff8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.550 < 1.7	0.058040	0.033037	0.226986	0.11349999999999999	0.1135	12	23	5	21.0	0.091091	1.549605	0.999809	9.222204e-06	21.5022	21.5022	1.619437	0.042426	3.654524e-06	21.4562	1.619437	0.042426	3.654524e-06	21.4562	1.620323	0.028424	3.612777e-06	21.4557	1.620323	0.028424	3.612777e-06	21.4557	1.619437	0.042426	3.654524e-06	21.4562	1.619437	0.042426	3.654524e-06	21.4562	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	05fcb30c-5420-43a0-861c-b42db31f2c1f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.664 < 1.7	0.057786	0.033037	0.226986	0.11349999999999999	0.1135	11	29	4	26.5	0.077234	1.664404	0.999915	1.057928e-07	27.2556	27.2556	1.619437	0.042426	2.186070e-07	27.2985	1.619437	0.042426	2.186070e-07	27.2985	1.620323	0.028424	2.154605e-07	27.2976	1.620323	0.028424	2.154605e-07	27.2976	1.619437	0.042426	2.186070e-07	27.2985	1.619437	0.042426	2.186070e-07	27.2985	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	05fcb30c-5420-43a0-861c-b42db31f2c1f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.666 < 1.7	0.063599	0.033037	0.226986	0.11349999999999999	0.1135	12	29	4	26.5	0.083123	1.666210	0.999927	1.106326e-07	27.1101	27.1101	1.619437	0.042426	2.352730e-07	27.1461	1.619437	0.042426	2.352730e-07	27.1461	1.620323	0.028424	2.318865e-07	27.1454	1.620323	0.028424	2.318865e-07	27.1454	1.619437	0.042426	2.352730e-07	27.1461	1.619437	0.042426	2.352730e-07	27.1461	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	0efe54cb-2fbb-4cc5-8e24-6eb933f0982d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.594 < 1.7	0.055432	0.033037	0.226986	0.11349999999999999	0.1135	12	25	4	23.5	0.097915	1.594360	0.999785	1.698527e-06	23.8166	23.8166	1.619437	0.042426	1.177052e-06	23.8064	1.619437	0.042426	1.177052e-06	23.8064	1.620323	0.028424	1.162015e-06	23.8060	1.620323	0.028424	1.162015e-06	23.8060	1.619437	0.042426	1.177052e-06	23.8064	1.619437	0.042426	1.177052e-06	23.8064	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	0efe54cb-2fbb-4cc5-8e24-6eb933f0982d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.586 < 1.7	0.056107	0.033037	0.226986	0.11349999999999999	0.1135	12	25	5	23.0	0.088089	1.585676	0.999835	2.187709e-06	23.5498	23.5498	1.619437	0.042426	1.347562e-06	23.5258	1.619437	0.042426	1.347562e-06	23.5258	1.620323	0.028424	1.330711e-06	23.5252	1.620323	0.028424	1.330711e-06	23.5252	1.619437	0.042426	1.347562e-06	23.5258	1.619437	0.042426	1.347562e-06	23.5258	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	6d21c55b-be52-41f1-a65c-1ca0de5345a5	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.585 < 1.7	0.058573	0.033037	0.226986	0.11349999999999999	0.1135	11	24	4	22.5	0.097183	1.584821	0.999870	3.076360e-06	22.8371	22.8371	1.619437	0.042426	1.891913e-06	22.8219	1.619437	0.042426	1.891913e-06	22.8219	1.620323	0.028424	1.868766e-06	22.8216	1.620323	0.028424	1.868766e-06	22.8216	1.619437	0.042426	1.891913e-06	22.8219	1.619437	0.042426	1.891913e-06	22.8219	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	6d21c55b-be52-41f1-a65c-1ca0de5345a5	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.587 < 1.7	0.060537	0.033037	0.226986	0.11349999999999999	0.1135	11	24	4	22.5	0.096628	1.586789	0.999881	2.974544e-06	22.8486	22.8486	1.619437	0.042426	1.881106e-06	22.8338	1.619437	0.042426	1.881106e-06	22.8338	1.620323	0.028424	1.858091e-06	22.8335	1.620323	0.028424	1.858091e-06	22.8335	1.619437	0.042426	1.881106e-06	22.8338	1.619437	0.042426	1.881106e-06	22.8338	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
11	A11	2332d95a-fc82-4b3d-b856-71e7851e3b0e	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.608 < 1.7	0.061542	0.033037	0.226986	0.11349999999999999	0.1135	12	25	4	23.5	0.095803	1.607561	0.999757	1.369116e-06	23.8571	23.8571	1.619437	0.042426	1.151655e-06	23.8516	1.619437	0.042426	1.151655e-06	23.8516	1.620323	0.028424	1.136943e-06	23.8512	1.620323	0.028424	1.136943e-06	23.8512	1.619437	0.042426	1.151655e-06	23.8516	1.619437	0.042426	1.151655e-06	23.8516	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
12	A12	2332d95a-fc82-4b3d-b856-71e7851e3b0e	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.607 < 1.7	0.060510	0.033037	0.226986	0.11349999999999999	0.1135	11	25	4	23.5	0.092752	1.606747	0.999914	1.341402e-06	23.9257	23.9257	1.619437	0.042426	1.114981e-06	23.9188	1.619437	0.042426	1.114981e-06	23.9188	1.620323	0.028424	1.100738e-06	23.9183	1.620323	0.028424	1.100738e-06	23.9183	1.619437	0.042426	1.114981e-06	23.9188	1.619437	0.042426	1.114981e-06	23.9188	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
13	B1	b837341e-9fa6-4d29-9b79-08eb2669603f	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.621 < 1.7	0.097871	0.033037	0.226986	0.11349999999999999	0.1135	11	20	4	17.5	0.093709	1.621433	0.999678	1.988595e-05	17.8965	17.8965	1.619437	0.042426	2.031929e-05	17.8975	1.619437	0.042426	2.031929e-05	17.8975	1.620323	0.028424	2.012568e-05	17.8970	1.620323	0.028424	2.012568e-05	17.8970	1.619437	0.042426	2.031929e-05	17.8975	1.619437	0.042426	2.031929e-05	17.8975	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
14	B2	b837341e-9fa6-4d29-9b79-08eb2669603f	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.639 < 1.7	0.094857	0.033037	0.226986	0.11349999999999999	0.1135	11	20	4	17.5	0.078326	1.638537	0.999721	1.383308e-05	18.2512	18.2512	1.619437	0.042426	1.698380e-05	18.2694	1.619437	0.042426	1.698380e-05	18.2694	1.620323	0.028424	1.682196e-05	18.2686	1.620323	0.028424	1.682196e-05	18.2686	1.619437	0.042426	1.698380e-05	18.2694	1.619437	0.042426	1.698380e-05	18.2694	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
