id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	49a36511-fbcf-4974-8e72-8a21a387dc47	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.149119	0.002692	0.028642	0.014499999999999997	0.0145	7	20	0	nan	nan	nan	nan	nan	nan	nan	1.807202	0.071059	nan	nan	1.807202	0.071059	nan	nan	1.816252	0.024600	nan	nan	1.816252	0.024600	nan	nan	1.809981	0.066540	nan	nan	1.809981	0.066540	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
2	A2	49a36511-fbcf-4974-8e72-8a21a387dc47	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.565 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.245	0.082613	0.002692	0.028642	0.014499999999999997	0.0145	9	22	5	19.0	0.007824	1.565382	0.997452	1.569084e-06	20.3767	20.3767	1.807202	0.071059	1.024013e-07	20.0425	1.807202	0.071059	1.024013e-07	20.0425	1.816252	0.024600	9.312870e-08	20.0338	1.816252	0.024600	9.312870e-08	20.0338	1.809981	0.066540	9.945437e-08	20.0398	1.809981	0.066540	9.945437e-08	20.0398	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
3	A3	b3c93858-5cbb-44f4-8de8-03224f107336	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.046338	0.002692	0.028642	0.014499999999999997	0.0145	9	25	4	22.5	0.008830	1.782513	0.999959	1.984869e-08	23.3581	23.3581	1.807202	0.071059	1.456528e-08	23.3381	1.807202	0.071059	1.456528e-08	23.3381	1.816252	0.024600	1.301678e-08	23.3311	1.816252	0.024600	1.301678e-08	23.3311	1.809981	0.066540	1.407024e-08	23.3359	1.809981	0.066540	1.407024e-08	23.3359	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	b3c93858-5cbb-44f4-8de8-03224f107336	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044941	0.002692	0.028642	0.014499999999999997	0.0145	7	25	3	23.0	0.008476	1.857997	0.999892	5.497096e-09	23.8668	23.8668	1.807202	0.071059	1.039958e-08	23.9074	1.807202	0.071059	1.039958e-08	23.9074	1.816252	0.024600	9.270767e-09	23.8998	1.816252	0.024600	9.270767e-09	23.8998	1.809981	0.066540	1.003840e-08	23.9050	1.809981	0.066540	1.003840e-08	23.9050	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	e923a972-571d-4e33-985a-3716d1d316a8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048578	0.002692	0.028642	0.014499999999999997	0.0145	7	25	4	22.5	0.008455	1.821579	0.999304	1.166899e-08	23.3994	23.3994	1.807202	0.071059	1.394641e-08	23.4115	1.807202	0.071059	1.394641e-08	23.4115	1.816252	0.024600	1.246371e-08	23.4039	1.816252	0.024600	1.246371e-08	23.4039	1.809981	0.066540	1.347240e-08	23.4091	1.809981	0.066540	1.347240e-08	23.4091	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	e923a972-571d-4e33-985a-3716d1d316a8	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047717	0.002692	0.028642	0.014499999999999997	0.0145	8	25	4	22.5	0.007925	1.832693	0.998186	9.538217e-09	23.4973	23.4973	1.807202	0.071059	1.307180e-08	23.5209	1.807202	0.071059	1.307180e-08	23.5209	1.816252	0.024600	1.168208e-08	23.5124	1.816252	0.024600	1.168208e-08	23.5124	1.809981	0.066540	1.262752e-08	23.5183	1.809981	0.066540	1.262752e-08	23.5183	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	08dd94e0-d1b1-4c50-a424-87ee5202958e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.054150	0.002692	0.028642	0.014499999999999997	0.0145	8	23	5	21.0	0.008231	1.700031	0.998528	1.190820e-07	22.0671	22.0671	1.807202	0.071059	3.298374e-08	21.9569	1.807202	0.071059	3.298374e-08	21.9569	1.816252	0.024600	2.969880e-08	21.9489	1.816252	0.024600	2.969880e-08	21.9489	1.809981	0.066540	3.193622e-08	21.9544	1.809981	0.066540	3.193622e-08	21.9544	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	08dd94e0-d1b1-4c50-a424-87ee5202958e	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.049475	0.002692	0.028642	0.014499999999999997	0.0145	8	23	4	21.5	0.009503	1.793578	0.999067	3.333303e-08	22.2233	22.2233	1.807202	0.071059	2.832823e-08	22.2140	1.807202	0.071059	2.832823e-08	22.2140	1.816252	0.024600	2.544332e-08	22.2080	1.816252	0.024600	2.544332e-08	22.2080	1.809981	0.066540	2.740749e-08	22.2122	1.809981	0.066540	2.740749e-08	22.2122	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	0b107c1c-b421-4fd6-bfa2-584e2d5227fa	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044360	0.002692	0.028642	0.014499999999999997	0.0145	8	24	4	22.5	0.009122	1.887919	0.999802	5.629226e-09	23.2294	23.2294	1.807202	0.071059	1.504624e-08	23.2832	1.807202	0.071059	1.504624e-08	23.2832	1.816252	0.024600	1.344660e-08	23.2767	1.816252	0.024600	1.344660e-08	23.2767	1.809981	0.066540	1.453484e-08	23.2812	1.809981	0.066540	1.453484e-08	23.2812	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	0b107c1c-b421-4fd6-bfa2-584e2d5227fa	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045918	0.002692	0.028642	0.014499999999999997	0.0145	7	24	4	22.5	0.010587	1.920440	0.997073	4.448763e-09	22.9820	22.9820	1.807202	0.071059	1.746254e-08	23.0316	1.807202	0.071059	1.746254e-08	23.0316	1.816252	0.024600	1.560602e-08	23.0271	1.816252	0.024600	1.560602e-08	23.0271	1.809981	0.066540	1.686902e-08	23.0302	1.809981	0.066540	1.686902e-08	23.0302	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
