id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	75df0d56-0a71-4b7a-bc3c-f661693842b9	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.556 < 1.7	0.195597	0.033651	0.223872	0.112	0.112	12	17	4	14.5	0.078209	1.556077	0.999922	1.284711e-04	15.3122	15.3122	1.608133	0.049161	7.972372e-05	15.2559	1.605420	0.048304	8.169978e-05	15.2586	1.595593	0.027457	8.930708e-05	15.2686	1.594134	0.027541	9.049983e-05	15.2701	1.608133	0.049161	7.972372e-05	15.2559	1.605420	0.048304	8.169978e-05	15.2586	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	75df0d56-0a71-4b7a-bc3c-f661693842b9	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.575 < 1.7	0.197064	0.033651	0.223872	0.112	0.112	10	17	5	15.0	0.090451	1.575302	0.999230	9.907330e-05	15.4702	15.4702	1.608133	0.049161	7.270842e-05	15.4498	1.605420	0.048304	7.457354e-05	15.4514	1.595593	0.027457	8.176793e-05	15.4573	1.594134	0.027541	8.289790e-05	15.4582	1.608133	0.049161	7.270842e-05	15.4498	1.605420	0.048304	7.457354e-05	15.4514	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	ff15f944-870c-479f-8f15-7f76bcd6bacb	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.610 < 1.7	0.062367	0.033651	0.223872	0.112	0.112	12	24	4	21.5	0.087878	1.610333	0.999806	3.127482e-06	22.0091	22.0091	1.608133	0.049161	3.220748e-06	22.0106	1.605420	0.048304	3.339823e-06	22.0124	1.595593	0.027457	3.811134e-06	22.0191	1.594134	0.027541	3.886849e-06	22.0201	1.608133	0.049161	3.220748e-06	22.0106	1.605420	0.048304	3.339823e-06	22.0124	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	ff15f944-870c-479f-8f15-7f76bcd6bacb	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.613 < 1.7	0.057519	0.033651	0.223872	0.112	0.112	11	24	4	21.5	0.084780	1.612955	0.999897	2.913514e-06	22.0824	22.0824	1.608133	0.049161	3.107206e-06	22.0861	1.605420	0.048304	3.222083e-06	22.0882	1.595593	0.027457	3.676779e-06	22.0959	1.594134	0.027541	3.749825e-06	22.0971	1.608133	0.049161	3.107206e-06	22.0861	1.605420	0.048304	3.222083e-06	22.0882	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	87efdc68-e059-4c0e-bd0b-895751b46687	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.547 < 1.7	0.060806	0.033651	0.223872	0.112	0.112	12	23	5	21.0	0.091268	1.546572	0.999839	9.628172e-06	21.4695	21.4695	1.608133	0.049161	4.241847e-06	21.4309	1.605420	0.048304	4.394961e-06	21.4324	1.595593	0.027457	4.999799e-06	21.4381	1.594134	0.027541	5.096797e-06	21.4390	1.608133	0.049161	4.241847e-06	21.4309	1.605420	0.048304	4.394961e-06	21.4324	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes
6	A6	87efdc68-e059-4c0e-bd0b-895751b46687	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.575 < 1.7	0.064263	0.033651	0.223872	0.112	0.112	11	23	4	21.5	0.102310	1.575068	0.999842	5.861129e-06	21.6992	21.6992	1.608133	0.049161	3.749699e-06	21.6905	1.605420	0.048304	3.888329e-06	21.6912	1.595593	0.027457	4.437045e-06	21.6937	1.594134	0.027541	4.525195e-06	21.6940	1.608133	0.049161	3.749699e-06	21.6905	1.605420	0.048304	3.888329e-06	21.6912	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	92bad0d9-aa9d-401e-b3d1-a19bc5fc85df	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.599 < 1.7	0.054505	0.033651	0.223872	0.112	0.112	11	23	4	21.5	0.083417	1.598889	0.999929	3.460696e-06	22.1278	22.1278	1.608133	0.049161	3.057266e-06	22.1202	1.605420	0.048304	3.170296e-06	22.1224	1.595593	0.027457	3.617684e-06	22.1306	1.594134	0.027541	3.689556e-06	22.1318	1.608133	0.049161	3.057266e-06	22.1202	1.605420	0.048304	3.170296e-06	22.1224	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	92bad0d9-aa9d-401e-b3d1-a19bc5fc85df	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.593 < 1.7	0.058398	0.033651	0.223872	0.112	0.112	11	23	4	21.5	0.100766	1.592819	0.999845	4.536663e-06	21.7271	21.7271	1.608133	0.049161	3.693090e-06	21.7225	1.605420	0.048304	3.829628e-06	21.7233	1.595593	0.027457	4.370060e-06	21.7262	1.594134	0.027541	4.456879e-06	21.7267	1.608133	0.049161	3.693090e-06	21.7225	1.605420	0.048304	3.829628e-06	21.7233	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	690785ce-2722-49b0-87a9-ef7f671dbb7c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.524 < 1.7	0.058586	0.033651	0.223872	0.112	0.112	12	22	4	19.5	0.080026	1.524062	0.999938	2.161116e-05	20.2977	20.2977	1.608133	0.049161	7.584919e-06	20.2076	1.605420	0.048304	7.838824e-06	20.2101	1.595593	0.027457	8.835857e-06	20.2194	1.594134	0.027541	8.994922e-06	20.2208	1.608133	0.049161	7.584919e-06	20.2076	1.605420	0.048304	7.838824e-06	20.2101	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	690785ce-2722-49b0-87a9-ef7f671dbb7c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.533 < 1.7	0.063415	0.033651	0.223872	0.112	0.112	12	22	5	20.0	0.091816	1.533495	0.999804	1.775305e-05	20.4648	20.4648	1.608133	0.049161	6.862442e-06	20.4183	1.605420	0.048304	7.098153e-06	20.4198	1.595593	0.027457	8.025579e-06	20.4253	1.594134	0.027541	8.173795e-06	20.4261	1.608133	0.049161	6.862442e-06	20.4183	1.605420	0.048304	7.098153e-06	20.4198	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
