id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	70daff90-b7b7-4367-bfc6-534296d0cb88	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.588 < 1.7	0.038505	0.017338	0.107152	0.053500000000000006	0.0535	11	21	4	18.5	0.042014	1.588162	0.999771	8.069470e-06	19.0224	19.0224	1.576986	0.046789	9.195698e-06	19.0305	1.576986	0.046789	9.195698e-06	19.0305	1.579815	0.025891	8.895726e-06	19.0285	1.579815	0.025891	8.895726e-06	19.0285	1.576986	0.046789	9.195698e-06	19.0305	1.576986	0.046789	9.195698e-06	19.0305	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	70daff90-b7b7-4367-bfc6-534296d0cb88	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.596 < 1.7	0.041116	0.017338	0.107152	0.053500000000000006	0.0535	12	21	4	18.5	0.048083	1.596240	0.999449	8.407621e-06	18.7283	18.7283	1.576986	0.046789	1.052388e-05	18.7344	1.576986	0.046789	1.052388e-05	18.7344	1.579815	0.025891	1.018058e-05	18.7335	1.579815	0.025891	1.018058e-05	18.7335	1.576986	0.046789	1.052388e-05	18.7344	1.576986	0.046789	1.052388e-05	18.7344	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	ea440bd9-d137-4ee3-aebe-616302f178c8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.500 < 1.7	0.041620	0.017338	0.107152	0.053500000000000006	0.0535	11	15	5	12.0	0.047190	1.499863	0.999608	3.641126e-04	12.3096	12.3096	1.576986	0.046789	1.994903e-04	12.2755	1.576986	0.046789	1.994903e-04	12.2755	1.579815	0.025891	1.952446e-04	12.2744	1.579815	0.025891	1.952446e-04	12.2744	1.576986	0.046789	1.994903e-04	12.2755	1.576986	0.046789	1.994903e-04	12.2755	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	ea440bd9-d137-4ee3-aebe-616302f178c8	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.506 < 1.7	0.043988	0.017338	0.107152	0.053500000000000006	0.0535	12	15	4	11.5	0.045263	1.506401	0.999926	4.068424e-04	11.9081	11.9081	1.576986	0.046789	2.402833e-04	11.8670	1.576986	0.046789	2.402833e-04	11.8670	1.579815	0.025891	2.353803e-04	11.8656	1.579815	0.025891	2.353803e-04	11.8656	1.576986	0.046789	2.402833e-04	11.8670	1.576986	0.046789	2.402833e-04	11.8670	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	83143940-4f3a-483c-8cb7-8f144ef2625d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.521 < 1.7	0.042390	0.017338	0.107152	0.053500000000000006	0.0535	12	16	4	12.5	0.043485	1.520512	0.999793	2.309216e-04	12.9946	12.9946	1.576986	0.046789	1.463831e-04	12.9550	1.576986	0.046789	1.463831e-04	12.9550	1.579815	0.025891	1.431394e-04	12.9532	1.579815	0.025891	1.431394e-04	12.9532	1.576986	0.046789	1.463831e-04	12.9550	1.576986	0.046789	1.463831e-04	12.9550	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	83143940-4f3a-483c-8cb7-8f144ef2625d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.520 < 1.7	0.043187	0.017338	0.107152	0.053500000000000006	0.0535	11	16	4	12.5	0.040450	1.519868	0.999838	2.159426e-04	13.1680	13.1680	1.576986	0.046789	1.361655e-04	13.1139	1.576986	0.046789	1.361655e-04	13.1139	1.579815	0.025891	1.331482e-04	13.1115	1.579815	0.025891	1.331482e-04	13.1115	1.576986	0.046789	1.361655e-04	13.1139	1.576986	0.046789	1.361655e-04	13.1139	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	a6cf83cb-a4c7-4159-ae13-4fd7cbb4febf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.561 < 1.7	0.044930	0.017338	0.107152	0.053500000000000006	0.0535	11	16	4	13.5	0.040468	1.560682	0.999853	9.939453e-05	14.1272	14.1272	1.576986	0.046789	8.638430e-05	14.1129	1.576986	0.046789	8.638430e-05	14.1129	1.579815	0.025891	8.431877e-05	14.1105	1.579815	0.025891	8.431877e-05	14.1105	1.576986	0.046789	8.638430e-05	14.1129	1.576986	0.046789	8.638430e-05	14.1129	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	a6cf83cb-a4c7-4159-ae13-4fd7cbb4febf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.567 < 1.7	0.039179	0.017338	0.107152	0.053500000000000006	0.0535	11	16	4	13.5	0.037243	1.566542	0.999932	8.696069e-05	14.3070	14.3070	1.576986	0.046789	7.949997e-05	14.2952	1.576986	0.046789	7.949997e-05	14.2952	1.579815	0.025891	7.759906e-05	14.2921	1.579815	0.025891	7.759906e-05	14.2921	1.576986	0.046789	7.949997e-05	14.2952	1.576986	0.046789	7.949997e-05	14.2952	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	1132a4dc-ecc6-46ab-a76e-5a8add993806	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.657 < 1.7	0.038209	0.017338	0.107152	0.053500000000000006	0.0535	12	18	4	16.5	0.044316	1.656825	0.999756	1.067825e-05	16.8730	16.8730	1.576986	0.046789	2.412168e-05	16.9134	1.576986	0.046789	2.412168e-05	16.9134	1.579815	0.025891	2.341863e-05	16.9118	1.579815	0.025891	2.341863e-05	16.9118	1.576986	0.046789	2.412168e-05	16.9134	1.576986	0.046789	2.412168e-05	16.9134	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	1132a4dc-ecc6-46ab-a76e-5a8add993806	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.665 < 1.7	0.038971	0.017338	0.107152	0.053500000000000006	0.0535	11	18	4	16.5	0.039044	1.665383	0.999744	8.641041e-06	17.1176	17.1176	1.576986	0.046789	2.125172e-05	17.1915	1.576986	0.046789	2.125172e-05	17.1915	1.579815	0.025891	2.063231e-05	17.1888	1.579815	0.025891	2.063231e-05	17.1888	1.576986	0.046789	2.125172e-05	17.1915	1.576986	0.046789	2.125172e-05	17.1915	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
