id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	d4f68a55-d6a7-4b45-af28-63639b9bc1b8	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau in positive control;indiv PCR eff is 1.358 < 1.7	0.169082	0.002037	0.027102	0.0135	0.0135	11	22	8	18.5	0.005167	1.358191	0.956474	1.792512e-05	21.6370	21.6370	1.899176	0.102423	3.628926e-08	19.9973	1.911674	0.084165	3.214259e-08	19.9822	1.920418	0.029030	nan	19.9718	1.919706	0.028832	nan	19.9726	1.910490	0.069378	nan	19.9836	1.917574	0.065153	3.036138e-08	19.9751	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No
2	A2	d4f68a55-d6a7-4b45-af28-63639b9bc1b8	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.422 < 1.7;PCR efficiency outlier;indiv PCR eff is lower than mean PCR eff by 0.496	0.184281	0.002037	0.027102	0.0135	0.0135	10	22	7	19.0	0.006037	1.421958	0.979026	7.515639e-06	21.2861	21.2861	1.899176	0.102423	3.076619e-08	20.2547	1.911674	0.084165	2.716140e-08	20.2420	1.920418	0.029030	2.490549e-08	20.2333	1.919706	0.028832	2.508144e-08	20.2340	1.910490	0.069378	2.748304e-08	20.2432	1.917574	0.065153	2.561673e-08	20.2361	Yes	No	No	Yes	No	Yes	Yes	Yes	Yes	No	No	No	No	Yes
3	A3	40847720-a5b9-48a2-9fd1-85b7b1b83ebc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043193	0.002037	0.027102	0.0135	0.0135	11	28	4	25.5	0.007230	1.872486	0.997248	8.174727e-10	26.4955	26.4955	1.899176	0.102423	5.698158e-10	26.4735	1.911674	0.084165	4.820563e-10	26.4637	1.920418	0.029030	4.290995e-10	26.4569	1.919706	0.028832	4.331730e-10	26.4575	1.910490	0.069378	4.897331e-10	26.4646	1.917574	0.065153	4.456255e-10	26.4591	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	40847720-a5b9-48a2-9fd1-85b7b1b83ebc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043393	0.002037	0.027102	0.0135	0.0135	10	28	4	25.5	0.007067	1.877167	0.999609	7.496942e-10	26.5279	26.5279	1.899176	0.102423	5.569198e-10	26.5092	1.911674	0.084165	4.711464e-10	26.4990	1.920418	0.029030	4.193882e-10	26.4920	1.919706	0.028832	4.233694e-10	26.4926	1.910490	0.069378	4.786495e-10	26.4999	1.917574	0.065153	4.355401e-10	26.4943	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	72e093ac-e7b3-4851-b8a1-ab3f1c10e849	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.042589	0.002037	0.027102	0.0135	0.0135	9	29	4	26.5	0.008635	1.808233	0.997544	1.315300e-09	27.2544	27.2544	1.899176	0.102423	3.583340e-10	27.1967	1.911674	0.084165	3.011639e-10	27.1896	1.920418	0.029030	2.668586e-10	27.1848	1.919706	0.028832	2.694917e-10	27.1852	1.910490	0.069378	3.061495e-10	27.1903	1.917574	0.065153	2.775472e-10	27.1863	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
6	A6	72e093ac-e7b3-4851-b8a1-ab3f1c10e849	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043595	0.002037	0.027102	0.0135	0.0135	8	28	4	26.5	0.008676	1.840387	0.999592	8.283905e-10	27.2248	27.2248	1.899176	0.102423	3.600372e-10	27.1893	1.911674	0.084165	3.025953e-10	27.1823	1.920418	0.029030	2.681270e-10	27.1775	1.919706	0.028832	2.707726e-10	27.1779	1.910490	0.069378	3.076047e-10	27.1829	1.917574	0.065153	2.788663e-10	27.1791	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	21a24474-5288-479e-8dcb-30a8caebbf73	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.042386	0.002037	0.027102	0.0135	0.0135	7	29	4	27.5	0.009112	1.952512	0.999468	9.296201e-11	28.0874	28.0874	1.899176	0.102423	1.991083e-10	28.1128	1.911674	0.084165	1.662477e-10	28.1066	1.920418	0.029030	1.466399e-10	28.1023	1.919706	0.028832	1.481417e-10	28.1027	1.910490	0.069378	1.691046e-10	28.1072	1.917574	0.065153	1.527395e-10	28.1037	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	21a24474-5288-479e-8dcb-30a8caebbf73	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.039725	0.002037	0.027102	0.0135	0.0135	11	29	5	27.0	0.007667	1.872000	0.998383	3.407188e-10	27.9022	27.9022	1.899176	0.102423	2.308819e-10	27.8820	1.911674	0.084165	1.934107e-10	27.8730	1.920418	0.029030	1.709889e-10	27.8669	1.919706	0.028832	1.727080e-10	27.8674	1.910490	0.069378	1.966735e-10	27.8739	1.917574	0.065153	1.779694e-10	27.8689	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	f63bd305-5720-4c6d-a8b4-6646db47ae69	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.040202	0.002037	0.027102	0.0135	0.0135	8	27	4	24.5	0.007185	1.833991	0.999653	2.530486e-09	25.5399	25.5399	1.899176	0.102423	1.075435e-09	25.4833	1.911674	0.084165	9.157901e-10	25.4733	1.920418	0.029030	8.189137e-10	25.4665	1.919706	0.028832	8.263814e-10	25.4670	1.910490	0.069378	9.297978e-10	25.4742	1.917574	0.065153	8.491933e-10	25.4687	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	f63bd305-5720-4c6d-a8b4-6646db47ae69	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043230	0.002037	0.027102	0.0135	0.0135	6	26	4	24.5	0.007009	2.040286	0.995375	1.812157e-10	25.4193	25.4193	1.899176	0.102423	1.049002e-09	25.5221	1.911674	0.084165	8.932811e-10	25.5117	1.920418	0.029030	7.987858e-10	25.5046	1.919706	0.028832	8.060700e-10	25.5052	1.910490	0.069378	9.069445e-10	25.5127	1.917574	0.065153	8.283212e-10	25.5069	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
