id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	8aeb3c5c-243a-4254-9d7f-b342042b8358	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.332 < 1.7	0.079410	0.093111	0.346737	0.17350000000000002	0.1735	12	21	4	18.5	0.191722	1.331583	0.999864	9.590858e-04	18.1513	18.1513	1.382123	0.050184	4.814588e-04	18.1914	1.382123	0.050184	4.814588e-04	18.1914	1.375625	0.026477	5.253139e-04	18.1868	1.375625	0.026477	5.253139e-04	18.1868	1.379996	0.046362	4.953713e-04	18.1899	1.379996	0.046362	4.953713e-04	18.1899	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	8aeb3c5c-243a-4254-9d7f-b342042b8358	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.334 < 1.7	0.084816	0.093111	0.346737	0.17350000000000002	0.1735	12	21	5	18.0	0.179737	1.334174	0.999819	1.001877e-03	17.8775	17.8775	1.382123	0.050184	5.306374e-04	17.8909	1.382123	0.050184	5.306374e-04	17.8909	1.375625	0.026477	5.776096e-04	17.8893	1.375625	0.026477	5.776096e-04	17.8893	1.379996	0.046362	5.455509e-04	17.8903	1.379996	0.046362	5.455509e-04	17.8903	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	5eaec607-18f5-48ec-8547-90e591b8384a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.407 < 1.7	0.089130	0.093111	0.346737	0.17350000000000002	0.1735	12	20	4	18.5	0.158806	1.406934	0.999894	2.869466e-04	18.7592	18.7592	1.382123	0.050184	3.987976e-04	18.7735	1.382123	0.050184	3.987976e-04	18.7735	1.375625	0.026477	4.351232e-04	18.7775	1.375625	0.026477	4.351232e-04	18.7775	1.379996	0.046362	4.103215e-04	18.7748	1.379996	0.046362	4.103215e-04	18.7748	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	5eaec607-18f5-48ec-8547-90e591b8384a	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.414 < 1.7	0.091505	0.093111	0.346737	0.17350000000000002	0.1735	11	20	4	18.5	0.163830	1.414057	0.999887	2.696230e-04	18.6655	18.6655	1.382123	0.050184	4.114142e-04	18.6772	1.382123	0.050184	4.114142e-04	18.6772	1.375625	0.026477	4.488891e-04	18.6798	1.375625	0.026477	4.488891e-04	18.6798	1.379996	0.046362	4.233027e-04	18.6781	1.379996	0.046362	4.233027e-04	18.6781	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	895c20b7-27c2-4ea4-8bfe-af4a4e7601fc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.392 < 1.7	0.091105	0.093111	0.346737	0.17350000000000002	0.1735	11	21	4	19.5	0.185053	1.391727	0.999825	2.937619e-04	19.3050	19.3050	1.382123	0.050184	3.362304e-04	19.3008	1.382123	0.050184	3.362304e-04	19.3008	1.375625	0.026477	3.685897e-04	19.2979	1.375625	0.026477	3.685897e-04	19.2979	1.379996	0.046362	3.464794e-04	19.2998	1.379996	0.046362	3.464794e-04	19.2998	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	895c20b7-27c2-4ea4-8bfe-af4a4e7601fc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.390 < 1.7	0.091843	0.093111	0.346737	0.17350000000000002	0.1735	12	21	4	19.5	0.175149	1.389890	0.999697	2.852912e-04	19.4713	19.4713	1.382123	0.050184	3.182346e-04	19.4708	1.382123	0.050184	3.182346e-04	19.4708	1.375625	0.026477	3.488620e-04	19.4703	1.375625	0.026477	3.488620e-04	19.4703	1.379996	0.046362	3.279351e-04	19.4706	1.379996	0.046362	3.279351e-04	19.4706	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	a7335b3a-9704-4f79-9f7e-a6f02a487674	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.416 < 1.7	0.091622	0.093111	0.346737	0.17350000000000002	0.1735	12	19	3	18.0	0.177856	1.416128	0.999984	3.390176e-04	17.9287	17.9287	1.382123	0.050184	5.250840e-04	17.9234	1.382123	0.050184	5.250840e-04	17.9234	1.375625	0.026477	5.715646e-04	17.9222	1.375625	0.026477	5.715646e-04	17.9222	1.379996	0.046362	5.398413e-04	17.9230	1.379996	0.046362	5.398413e-04	17.9230	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	a7335b3a-9704-4f79-9f7e-a6f02a487674	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.406 < 1.7	0.085939	0.093111	0.346737	0.17350000000000002	0.1735	11	20	4	18.5	0.197764	1.405630	0.999725	3.635230e-04	18.1156	18.1156	1.382123	0.050184	4.966325e-04	18.0955	1.382123	0.050184	4.966325e-04	18.0955	1.375625	0.026477	5.418698e-04	18.0895	1.375625	0.026477	5.418698e-04	18.0895	1.379996	0.046362	5.109835e-04	18.0936	1.379996	0.046362	5.109835e-04	18.0936	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	e8739e4a-3860-4d6d-99fa-7b828304bb8f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.395 < 1.7	0.083027	0.093111	0.346737	0.17350000000000002	0.1735	12	20	4	18.5	0.169419	1.394520	0.999775	3.606641e-04	18.5716	18.5716	1.382123	0.050184	4.254496e-04	18.5736	1.382123	0.050184	4.254496e-04	18.5736	1.375625	0.026477	4.642030e-04	18.5746	1.375625	0.026477	4.642030e-04	18.5746	1.379996	0.046362	4.377437e-04	18.5739	1.379996	0.046362	4.377437e-04	18.5739	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	e8739e4a-3860-4d6d-99fa-7b828304bb8f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.387 < 1.7	0.087193	0.093111	0.346737	0.17350000000000002	0.1735	12	21	4	19.5	0.206871	1.387275	0.999567	3.495661e-04	18.9626	18.9626	1.382123	0.050184	3.758712e-04	18.9564	1.382123	0.050184	3.758712e-04	18.9564	1.375625	0.026477	4.120456e-04	18.9484	1.375625	0.026477	4.120456e-04	18.9484	1.379996	0.046362	3.873285e-04	18.9538	1.379996	0.046362	3.873285e-04	18.9538	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
