id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	3589b73b-2e67-449e-abde-1dc83399f255	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.392 < 1.7	0.051052	0.039902	0.194536	0.0975	0.0975	12	19	5	16.0	0.090366	1.391846	0.999944	4.555647e-04	16.2298	16.2298	1.484690	0.074114	1.621185e-04	16.1923	1.484690	0.074114	1.621185e-04	16.1923	1.467529	0.027239	1.952627e-04	16.1981	1.467529	0.027239	1.952627e-04	16.1981	1.484690	0.074114	1.621185e-04	16.1923	1.484690	0.074114	1.621185e-04	16.1923	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	3589b73b-2e67-449e-abde-1dc83399f255	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.364 < 1.7	0.054977	0.039902	0.194536	0.0975	0.0975	12	18	5	15.0	0.096429	1.363681	0.999951	9.194260e-04	15.0356	15.0356	1.484690	0.074114	2.568444e-04	15.0279	1.484690	0.074114	2.568444e-04	15.0279	1.467529	0.027239	3.057788e-04	15.0288	1.467529	0.027239	3.057788e-04	15.0288	1.484690	0.074114	2.568444e-04	15.0279	1.484690	0.074114	2.568444e-04	15.0279	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	91233e8d-7fde-4ba3-bf97-3042eecfa8d2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.354 < 1.7	0.047602	0.039902	0.194536	0.0975	0.0975	12	19	5	16.0	0.094397	1.354454	0.999874	7.357542e-04	16.1066	16.1066	1.484690	0.074114	1.693498e-04	16.0818	1.484690	0.074114	1.693498e-04	16.0818	1.467529	0.027239	2.039723e-04	16.0843	1.467529	0.027239	2.039723e-04	16.0843	1.484690	0.074114	1.693498e-04	16.0818	1.484690	0.074114	1.693498e-04	16.0818	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	91233e8d-7fde-4ba3-bf97-3042eecfa8d2	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.454 < 1.7	0.052443	0.039902	0.194536	0.0975	0.0975	11	21	4	18.5	0.097501	1.453986	0.999934	9.586204e-05	18.5000	18.5000	1.484690	0.074114	6.512480e-05	18.5000	1.484690	0.074114	6.512480e-05	18.5000	1.467529	0.027239	8.075247e-05	18.5000	1.467529	0.027239	8.075247e-05	18.5000	1.484690	0.074114	6.512480e-05	18.5000	1.484690	0.074114	6.512480e-05	18.5000	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	dbd4b129-eb76-42a4-9abd-e768280a0126	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.422 < 1.7	0.053169	0.039902	0.194536	0.0975	0.0975	11	20	4	17.5	0.096375	1.422479	0.999974	2.021457e-04	17.5329	17.5329	1.484690	0.074114	9.557348e-05	17.5294	1.484690	0.074114	9.557348e-05	17.5294	1.467529	0.027239	1.171380e-04	17.5303	1.467529	0.027239	1.171380e-04	17.5303	1.484690	0.074114	9.557348e-05	17.5294	1.484690	0.074114	9.557348e-05	17.5294	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	dbd4b129-eb76-42a4-9abd-e768280a0126	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.417 < 1.7	0.053469	0.039902	0.194536	0.0975	0.0975	12	20	5	17.0	0.081104	1.416973	0.999964	2.167195e-04	17.5283	17.5283	1.484690	0.074114	9.800173e-05	17.4659	1.484690	0.074114	9.800173e-05	17.4659	1.467529	0.027239	1.194179e-04	17.4800	1.467529	0.027239	1.194179e-04	17.4800	1.484690	0.074114	9.800173e-05	17.4659	1.484690	0.074114	9.800173e-05	17.4659	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	28d14d14-d6f4-4a24-b140-9892c7e9acea	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.469 < 1.7	0.054691	0.039902	0.194536	0.0975	0.0975	11	19	4	17.5	0.094574	1.469212	0.999993	1.126657e-04	17.5792	17.5792	1.484690	0.074114	9.378713e-05	17.5771	1.484690	0.074114	9.378713e-05	17.5771	1.467529	0.027239	1.149486e-04	17.5794	1.467529	0.027239	1.149486e-04	17.5794	1.484690	0.074114	9.378713e-05	17.5771	1.484690	0.074114	9.378713e-05	17.5771	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	28d14d14-d6f4-4a24-b140-9892c7e9acea	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.492 < 1.7	0.048619	0.039902	0.194536	0.0975	0.0975	11	20	4	18.5	0.094649	1.491954	0.999854	5.776214e-05	18.5742	18.5742	1.484690	0.074114	6.321991e-05	18.5751	1.484690	0.074114	6.321991e-05	18.5751	1.467529	0.027239	7.839048e-05	18.5774	1.467529	0.027239	7.839048e-05	18.5774	1.484690	0.074114	6.321991e-05	18.5751	1.484690	0.074114	6.321991e-05	18.5751	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	6ce7773d-ab30-4d02-b53d-12f89b2844f9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.514 < 1.7	0.048297	0.039902	0.194536	0.0975	0.0975	11	19	4	18.5	0.105511	1.513501	0.999208	4.938794e-05	18.3095	18.3095	1.484690	0.074114	7.047516e-05	18.3002	1.484690	0.074114	7.047516e-05	18.3002	1.467529	0.027239	8.738673e-05	18.2941	1.467529	0.027239	8.738673e-05	18.2941	1.484690	0.074114	7.047516e-05	18.3002	1.484690	0.074114	7.047516e-05	18.3002	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	6ce7773d-ab30-4d02-b53d-12f89b2844f9	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.541 < 1.7	0.048920	0.039902	0.194536	0.0975	0.0975	11	20	4	18.5	0.091873	1.541168	0.999440	3.075864e-05	18.6374	18.6374	1.484690	0.074114	6.136574e-05	18.6504	1.484690	0.074114	6.136574e-05	18.6504	1.467529	0.027239	7.609137e-05	18.6550	1.467529	0.027239	7.609137e-05	18.6550	1.484690	0.074114	6.136574e-05	18.6504	1.484690	0.074114	6.136574e-05	18.6504	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
