id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	b4ea6b6b-318b-4675-a158-8dff0a0e83ea	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.536 < 1.7	0.204961	0.034754	0.228560	0.1145	0.1145	11	18	4	16.5	0.100232	1.535926	0.999937	8.431321e-05	16.8101	16.8101	1.602430	0.035974	4.189383e-05	16.7823	1.601498	0.035739	4.229794e-05	16.7826	1.604724	0.021776	4.091676e-05	16.7814	1.603699	0.022249	4.135037e-05	16.7818	1.602430	0.035974	4.189383e-05	16.7823	1.601498	0.035739	4.229794e-05	16.7826	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	b4ea6b6b-318b-4675-a158-8dff0a0e83ea	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.546 < 1.7	0.212787	0.034754	0.228560	0.1145	0.1145	8	18	4	16.5	0.105782	1.545892	0.999556	7.997493e-05	16.6818	16.6818	1.602430	0.035974	4.421354e-05	16.6680	1.601498	0.035739	4.464003e-05	16.6682	1.604724	0.021776	4.318237e-05	16.6675	1.603699	0.022249	4.363999e-05	16.6677	1.602430	0.035974	4.421354e-05	16.6680	1.601498	0.035739	4.464003e-05	16.6682	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	ac1db483-5c21-44c2-8767-b922f8bac44f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.636 < 1.7	0.065356	0.034754	0.228560	0.1145	0.1145	11	25	4	22.5	0.082631	1.635585	0.999904	1.286768e-06	23.1630	23.1630	1.602430	0.035974	2.039921e-06	23.1918	1.601498	0.035739	2.066801e-06	23.1926	1.604724	0.021776	1.975321e-06	23.1897	1.603699	0.022249	2.003922e-06	23.1906	1.602430	0.035974	2.039921e-06	23.1918	1.601498	0.035739	2.066801e-06	23.1926	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	ac1db483-5c21-44c2-8767-b922f8bac44f	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.632 < 1.7	0.060274	0.034754	0.228560	0.1145	0.1145	12	24	4	22.5	0.083037	1.631519	0.999843	1.367569e-06	23.1563	23.1563	1.602430	0.035974	2.049956e-06	23.1814	1.601498	0.035739	2.076968e-06	23.1822	1.604724	0.021776	1.985039e-06	23.1793	1.603699	0.022249	2.013780e-06	23.1802	1.602430	0.035974	2.049956e-06	23.1814	1.601498	0.035739	2.076968e-06	23.1822	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	89ac8285-fd18-4ddf-adb0-ab9edce4fbbf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.626 < 1.7	0.064162	0.034754	0.228560	0.1145	0.1145	11	25	4	22.5	0.080371	1.626296	0.999882	1.422679e-06	23.2278	23.2278	1.602430	0.035974	1.984119e-06	23.2506	1.601498	0.035739	2.010264e-06	23.2515	1.604724	0.021776	1.921287e-06	23.2483	1.603699	0.022249	1.949105e-06	23.2493	1.602430	0.035974	1.984119e-06	23.2506	1.601498	0.035739	2.010264e-06	23.2515	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	89ac8285-fd18-4ddf-adb0-ab9edce4fbbf	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.611 < 1.7	0.066033	0.034754	0.228560	0.1145	0.1145	11	25	4	22.5	0.084643	1.611244	0.999849	1.846982e-06	23.1334	23.1334	1.602430	0.035974	2.089585e-06	23.1408	1.601498	0.035739	2.117119e-06	23.1416	1.604724	0.021776	2.023412e-06	23.1388	1.603699	0.022249	2.052709e-06	23.1397	1.602430	0.035974	2.089585e-06	23.1408	1.601498	0.035739	2.117119e-06	23.1416	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	b7d6e4e6-5948-4a36-832d-05c6aee88353	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.577 < 1.7	0.058195	0.034754	0.228560	0.1145	0.1145	12	24	5	22.0	0.093960	1.576864	0.999293	4.182837e-06	22.4341	22.4341	1.602430	0.035974	2.936333e-06	22.4193	1.601498	0.035739	2.974159e-06	22.4198	1.604724	0.021776	2.845379e-06	22.4180	1.603699	0.022249	2.885656e-06	22.4186	1.602430	0.035974	2.936333e-06	22.4193	1.601498	0.035739	2.974159e-06	22.4198	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	b7d6e4e6-5948-4a36-832d-05c6aee88353	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.595 < 1.7	0.061092	0.034754	0.228560	0.1145	0.1145	11	24	4	21.5	0.080769	1.594569	0.999862	3.551513e-06	22.2479	22.2479	1.602430	0.035974	3.195175e-06	22.2401	1.601498	0.035739	3.235394e-06	22.2410	1.604724	0.021776	3.098419e-06	22.2379	1.603699	0.022249	3.141273e-06	22.2389	1.602430	0.035974	3.195175e-06	22.2401	1.601498	0.035739	3.235394e-06	22.2410	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	74eb13e7-351e-4a29-9ce9-9c272a3ac20d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.599 < 1.7	0.064314	0.034754	0.228560	0.1145	0.1145	12	23	4	21.5	0.097173	1.598660	0.999643	4.043833e-06	21.8497	21.8497	1.602430	0.035974	3.844118e-06	21.8480	1.601498	0.035739	3.892506e-06	21.8484	1.604724	0.021776	3.727711e-06	21.8469	1.603699	0.022249	3.779269e-06	21.8474	1.602430	0.035974	3.844118e-06	21.8480	1.601498	0.035739	3.892506e-06	21.8484	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	74eb13e7-351e-4a29-9ce9-9c272a3ac20d	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.577 < 1.7	0.066631	0.034754	0.228560	0.1145	0.1145	11	23	4	21.5	0.106125	1.576876	0.999612	5.931613e-06	21.6668	21.6668	1.602430	0.035974	4.198260e-06	21.6611	1.601498	0.035739	4.251106e-06	21.6613	1.604724	0.021776	4.071128e-06	21.6606	1.603699	0.022249	4.127436e-06	21.6608	1.602430	0.035974	4.198260e-06	21.6611	1.601498	0.035739	4.251106e-06	21.6613	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
