id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	d3720a3a-fa92-428c-bc16-de97408da7bf	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.668 < 1.7	0.180693	0.001679	0.026730	0.0135	0.0135	7	22	5	20.0	0.006335	1.667502	0.995958	2.292983e-07	21.4798	21.4798	1.954423	0.178482	9.579884e-09	21.1291	1.993478	0.188457	6.449139e-09	21.0968	1.917973	0.020861	1.395987e-08	21.1618	1.942176	0.026506	1.086324e-08	21.1398	1.954423	0.178482	9.579884e-09	21.1291	1.993478	0.188457	6.449139e-09	21.0968	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	d3720a3a-fa92-428c-bc16-de97408da7bf	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.632 < 1.7	0.183630	0.001679	0.026730	0.0135	0.0135	8	23	5	20.0	0.006438	1.632014	0.999610	3.583164e-07	21.5118	21.5118	1.954423	0.178482	9.735911e-09	21.1050	1.993478	0.188457	6.554176e-09	21.0733	1.917973	0.020861	1.418723e-08	21.1370	1.942176	0.026506	1.104017e-08	21.1155	1.954423	0.178482	9.735911e-09	21.1050	1.993478	0.188457	6.554176e-09	21.0733	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	84d9fce8-d7d4-4c81-8c9e-90970f75590b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.044262	0.001679	0.026730	0.0135	0.0135	5	27	4	25.5	0.007525	2.378340	0.990607	1.912062e-12	26.1746	26.1746	1.954423	0.178482	2.854408e-10	26.3723	1.993478	0.188457	1.723441e-10	26.3473	1.917973	0.020861	4.613234e-10	26.3975	1.942176	0.026506	3.350659e-10	26.3805	1.954423	0.178482	2.854408e-10	26.3723	1.993478	0.188457	1.723441e-10	26.3473	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	84d9fce8-d7d4-4c81-8c9e-90970f75590b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043888	0.001679	0.026730	0.0135	0.0135	5	27	4	25.5	0.007995	2.202821	0.996061	1.434981e-11	26.1634	26.1634	1.954423	0.178482	3.032813e-10	26.2818	1.993478	0.188457	1.831159e-10	26.2594	1.917973	0.020861	4.901568e-10	26.3044	1.942176	0.026506	3.560080e-10	26.2892	1.954423	0.178482	3.032813e-10	26.2818	1.993478	0.188457	1.831159e-10	26.2594	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No
5	A5	ceb264e0-c29f-4ae4-97c2-87e50ccc9153	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.040412	0.001679	0.026730	0.0135	0.0135	7	31	5	29.0	0.007309	1.786203	0.998466	3.612765e-10	30.0578	30.0578	1.954423	0.178482	2.656415e-11	29.9158	1.993478	0.188457	1.496584e-11	29.8895	1.917973	0.020861	nan	29.9422	1.942176	0.026506	nan	29.9244	1.954423	0.178482	2.656415e-11	29.9158	1.993478	0.188457	1.496584e-11	29.8895	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
6	A6	ceb264e0-c29f-4ae4-97c2-87e50ccc9153	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.652 < 1.7	0.040021	0.001679	0.026730	0.0135	0.0135	7	31	5	28.0	0.006244	1.652015	0.996630	4.909782e-09	29.5360	29.5360	1.954423	0.178482	4.435433e-11	29.1507	1.993478	0.188457	2.548790e-11	29.1177	1.917973	0.020861	nan	29.1840	1.942176	0.026506	nan	29.1616	1.954423	0.178482	4.435433e-11	29.1507	1.993478	0.188457	2.548790e-11	29.1177	Yes	No	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
7	A7	c1909569-a5eb-427e-ac49-a0d864c7ccee	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.039756	0.001679	0.026730	0.0135	0.0135	6	29	4	26.5	0.006235	1.856560	0.996652	4.720906e-10	27.7486	27.7486	1.954423	0.178482	1.210101e-10	27.6529	1.993478	0.188457	7.163235e-11	27.6199	1.917973	0.020861	1.992908e-10	27.6862	1.942176	0.026506	1.429440e-10	27.6638	1.954423	0.178482	1.210101e-10	27.6529	1.993478	0.188457	7.163235e-11	27.6199	Yes	No	No	Yes	No	Yes	Yes	No	No	Yes	No	No	No	No
8	A8	c1909569-a5eb-427e-ac49-a0d864c7ccee	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.037995	0.001679	0.026730	0.0135	0.0135	6	29	4	26.5	0.005723	1.903694	0.998357	2.230121e-10	27.8329	27.8329	1.954423	0.178482	1.110862e-10	27.7806	1.993478	0.188457	6.575786e-11	27.7439	1.917973	0.020861	1.829472e-10	27.8176	1.942176	0.026506	1.312213e-10	27.7927	1.954423	0.178482	1.110862e-10	27.7806	1.993478	0.188457	6.575786e-11	27.7439	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	2779961a-cdd9-4518-88a1-26afad3d0024	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.037708	0.001679	0.026730	0.0135	0.0135	6	29	5	27.0	0.007087	1.883015	0.999613	2.687848e-10	28.0183	28.0183	1.954423	0.178482	9.839113e-11	27.9617	1.993478	0.188457	5.766960e-11	27.9341	1.917973	0.020861	1.635722e-10	27.9895	1.942176	0.026506	1.165910e-10	27.9708	1.954423	0.178482	9.839113e-11	27.9617	1.993478	0.188457	5.766960e-11	27.9341	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
10	A10	2779961a-cdd9-4518-88a1-26afad3d0024	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.040416	0.001679	0.026730	0.0135	0.0135	5	29	5	27.0	0.006955	1.932539	0.997474	1.308642e-10	28.0067	28.0067	1.954423	0.178482	9.655700e-11	27.9898	1.993478	0.188457	5.659457e-11	27.9614	1.917973	0.020861	1.605230e-10	28.0184	1.942176	0.026506	1.144176e-10	27.9992	1.954423	0.178482	9.655700e-11	27.9898	1.993478	0.188457	5.659457e-11	27.9614	Yes	No	No	Yes	No	No	No	No	No	Yes	No	No	No	No
