id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	d4abc967-75b5-4ca5-a55f-0d1563492ee1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.037509	0.002553	0.025410	0.0125	0.0125	10	35	0	nan	nan	nan	nan	nan	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	1.777527	0.026683	nan	nan	1.777527	0.026683	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
2	A2	d4abc967-75b5-4ca5-a55f-0d1563492ee1	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau;Cq > 34;N0 unreliable;Cq too high;indiv PCR eff is 1.670 < 1.7	0.039639	0.002553	0.025410	0.0125	0.0125	8	35	3	34.0	0.005839	1.670164	0.999722	1.557981e-10	35.4838	35.4838	1.775731	0.059321	1.938862e-11	35.3255	1.776988	0.058537	1.892780e-11	35.3238	1.777527	0.026683	nan	35.3231	1.777527	0.026683	nan	35.3231	1.775731	0.059321	1.938862e-11	35.3255	1.776988	0.058537	1.892780e-11	35.3238	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
3	A3	35977045-0d62-41b9-82ab-8eec31359795	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048393	0.002553	0.025410	0.0125	0.0125	9	23	4	21.5	0.009387	1.828068	0.999857	2.186245e-08	21.9747	21.9747	1.775731	0.059321	4.082495e-08	21.9987	1.776988	0.058537	4.020866e-08	21.9981	1.777527	0.026683	3.994723e-08	21.9979	1.777527	0.026683	3.994723e-08	21.9979	1.775731	0.059321	4.082495e-08	21.9987	1.776988	0.058537	4.020866e-08	21.9981	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	35977045-0d62-41b9-82ab-8eec31359795	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048943	0.002553	0.025410	0.0125	0.0125	9	23	4	21.5	0.009542	1.832467	0.999815	2.110467e-08	21.9458	21.9458	1.775731	0.059321	4.149977e-08	21.9702	1.776988	0.058537	4.087330e-08	21.9696	1.777527	0.026683	4.060755e-08	21.9694	1.777527	0.026683	4.060755e-08	21.9694	1.775731	0.059321	4.149977e-08	21.9702	1.776988	0.058537	4.087330e-08	21.9696	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	c69e46a3-40a9-4396-a2c5-5ecdfc8952d9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050787	0.002553	0.025410	0.0125	0.0125	8	23	4	21.5	0.009650	1.766204	0.998574	4.711453e-08	21.9549	21.9549	1.775731	0.059321	4.196832e-08	21.9506	1.776988	0.058537	4.133477e-08	21.9501	1.777527	0.026683	4.106602e-08	21.9498	1.777527	0.026683	4.106602e-08	21.9498	1.775731	0.059321	4.196832e-08	21.9506	1.776988	0.058537	4.133477e-08	21.9501	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	c69e46a3-40a9-4396-a2c5-5ecdfc8952d9	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.652 < 1.7	0.050543	0.002553	0.025410	0.0125	0.0125	11	23	5	21.0	0.007664	1.651878	0.995369	2.027421e-07	21.9746	21.9746	1.775731	0.059321	4.441779e-08	21.8518	1.776988	0.058537	4.376274e-08	21.8508	1.777527	0.026683	4.348480e-08	21.8503	1.777527	0.026683	4.348480e-08	21.8503	1.775731	0.059321	4.441779e-08	21.8518	1.776988	0.058537	4.376274e-08	21.8508	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
7	A7	eb4d296b-1711-48d5-b765-653c7c82708f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.048456	0.002553	0.025410	0.0125	0.0125	10	23	4	21.5	0.009969	1.815951	0.999982	2.678546e-08	21.8793	21.8793	1.775731	0.059321	4.335360e-08	21.8941	1.776988	0.058537	4.269914e-08	21.8936	1.777527	0.026683	4.242152e-08	21.8934	1.777527	0.026683	4.242152e-08	21.8934	1.775731	0.059321	4.335360e-08	21.8941	1.776988	0.058537	4.269914e-08	21.8936	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
8	A8	eb4d296b-1711-48d5-b765-653c7c82708f	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.045767	0.002553	0.025410	0.0125	0.0125	9	23	4	21.5	0.008778	1.835316	0.999919	1.877726e-08	22.0821	22.0821	1.775731	0.059321	3.817707e-08	22.1155	1.776988	0.058537	3.760075e-08	22.1148	1.777527	0.026683	3.735628e-08	22.1144	1.777527	0.026683	3.735628e-08	22.1144	1.775731	0.059321	3.817707e-08	22.1155	1.776988	0.058537	3.760075e-08	22.1148	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
9	A9	e11c24b2-cb22-46f3-88c9-5011f318ff53	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.047719	0.002553	0.025410	0.0125	0.0125	6	23	4	21.5	0.007262	1.842006	0.999524	1.436418e-08	22.3891	22.3891	1.775731	0.059321	3.158108e-08	22.4458	1.776988	0.058537	3.110434e-08	22.4447	1.777527	0.026683	3.090211e-08	22.4442	1.777527	0.026683	3.090211e-08	22.4442	1.775731	0.059321	3.158108e-08	22.4458	1.776988	0.058537	3.110434e-08	22.4447	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	e11c24b2-cb22-46f3-88c9-5011f318ff53	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.049148	0.002553	0.025410	0.0125	0.0125	7	23	4	21.5	0.008092	1.775095	0.999887	3.546455e-08	22.2578	22.2578	1.775731	0.059321	3.519240e-08	22.2573	1.776988	0.058537	3.466114e-08	22.2564	1.777527	0.026683	3.443578e-08	22.2560	1.777527	0.026683	3.443578e-08	22.2560	1.775731	0.059321	3.519240e-08	22.2573	1.776988	0.058537	3.466114e-08	22.2564	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
11	A11	136d5dfc-72a5-4866-93cb-0b318cf7b5c5	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.041599	0.002553	0.025410	0.0125	0.0125	10	24	4	21.5	0.006446	1.758311	0.998116	3.465110e-08	22.6736	22.6736	1.775731	0.059321	2.803267e-08	22.6534	1.776988	0.058537	2.760949e-08	22.6520	1.777527	0.026683	2.742998e-08	22.6514	1.777527	0.026683	2.742998e-08	22.6514	1.775731	0.059321	2.803267e-08	22.6534	1.776988	0.058537	2.760949e-08	22.6520	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
12	A12	136d5dfc-72a5-4866-93cb-0b318cf7b5c5	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		indiv PCR eff is 1.696 < 1.7	0.045758	0.002553	0.025410	0.0125	0.0125	10	23	4	21.5	0.008143	1.696090	0.998362	9.497559e-08	22.3113	22.3113	1.775731	0.059321	3.541213e-08	22.2464	1.776988	0.058537	3.487756e-08	22.2455	1.777527	0.026683	3.465079e-08	22.2451	1.777527	0.026683	3.465079e-08	22.2451	1.775731	0.059321	3.541213e-08	22.2464	1.776988	0.058537	3.487756e-08	22.2455	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
13	B1	52f92017-7158-469d-a196-f4ff92b9069d	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;no plateau;only 0 values in log phase	0.053676	0.002553	0.025410	0.0125	0.0125	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	1.777527	0.026683	nan	nan	1.777527	0.026683	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	Yes	Yes	No	No	No	Yes	Yes	No	No	Yes	No	No	No	No
14	B2	52f92017-7158-469d-a196-f4ff92b9069d	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.057707	0.002553	0.025410	0.0125	0.0125	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	1.777527	0.026683	nan	nan	1.777527	0.026683	nan	nan	1.775731	0.059321	nan	nan	1.776988	0.058537	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
15	B3	7fc525af-bce8-4c6a-940e-4db2444be5cc	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.043687	0.002553	0.025410	0.0125	0.0125	9	24	3	22.0	0.007439	1.855302	0.999656	9.254858e-09	22.8398	22.8398	1.775731	0.059321	2.427686e-08	22.9039	1.776988	0.058537	2.390192e-08	22.9028	1.777527	0.026683	2.374292e-08	22.9023	1.777527	0.026683	2.374292e-08	22.9023	1.775731	0.059321	2.427686e-08	22.9039	1.776988	0.058537	2.390192e-08	22.9028	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
