id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	bc5efc57-eaa0-4969-958a-361bbb26bc8a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050916	0.002512	0.025527	0.013	0.013	8	23	4	21.5	0.008493	1.835134	0.999742	1.820454e-08	22.2013	22.2013	1.785200	0.058349	3.294364e-08	22.2347	1.785200	0.058349	3.294364e-08	22.2347	1.798071	0.029835	2.822877e-08	22.2257	1.798071	0.029835	2.822877e-08	22.2257	1.785200	0.058349	3.294364e-08	22.2347	1.785200	0.058349	3.294364e-08	22.2347	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
2	A2	bc5efc57-eaa0-4969-958a-361bbb26bc8a	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055093	0.002512	0.025527	0.013	0.013	8	23	4	21.5	0.010096	1.760837	0.999270	5.262672e-08	21.9468	21.9468	1.785200	0.058349	3.916515e-08	21.9362	1.785200	0.058349	3.916515e-08	21.9362	1.798071	0.029835	3.355986e-08	21.9308	1.798071	0.029835	3.355986e-08	21.9308	1.785200	0.058349	3.916515e-08	21.9362	1.785200	0.058349	3.916515e-08	21.9362	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
3	A3	ef9d888f-93f6-48df-a8cb-3df4f51b93ed	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052702	0.002512	0.025527	0.013	0.013	8	23	4	21.5	0.009427	1.828567	0.999814	2.182718e-08	22.0325	22.0325	1.785200	0.058349	3.656912e-08	22.0545	1.785200	0.058349	3.656912e-08	22.0545	1.798071	0.029835	3.133537e-08	22.0477	1.798071	0.029835	3.133537e-08	22.0477	1.785200	0.058349	3.656912e-08	22.0545	1.785200	0.058349	3.656912e-08	22.0545	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
4	A4	ef9d888f-93f6-48df-a8cb-3df4f51b93ed	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055367	0.002512	0.025527	0.013	0.013	8	23	3	21.0	0.007487	1.821690	0.999843	2.537237e-08	21.9199	21.9199	1.785200	0.058349	3.880602e-08	21.9521	1.785200	0.058349	3.880602e-08	21.9521	1.798071	0.029835	3.337178e-08	21.9404	1.798071	0.029835	3.337178e-08	21.9404	1.785200	0.058349	3.880602e-08	21.9521	1.785200	0.058349	3.880602e-08	21.9521	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
5	A5	f2eef9c8-72d1-4d6b-bb61-334533c24583	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055111	0.002512	0.025527	0.013	0.013	9	23	5	21.0	0.007918	1.747773	0.999519	6.403639e-08	21.8880	21.8880	1.785200	0.058349	4.103804e-08	21.8556	1.785200	0.058349	4.103804e-08	21.8556	1.798071	0.029835	3.529124e-08	21.8451	1.798071	0.029835	3.529124e-08	21.8451	1.785200	0.058349	4.103804e-08	21.8556	1.785200	0.058349	4.103804e-08	21.8556	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	f2eef9c8-72d1-4d6b-bb61-334533c24583	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.056410	0.002512	0.025527	0.013	0.013	8	23	4	21.5	0.009901	1.806501	0.999892	2.976140e-08	21.9605	21.9605	1.785200	0.058349	3.840662e-08	21.9699	1.785200	0.058349	3.840662e-08	21.9699	1.798071	0.029835	3.290989e-08	21.9642	1.798071	0.029835	3.290989e-08	21.9642	1.785200	0.058349	3.840662e-08	21.9699	1.785200	0.058349	3.840662e-08	21.9699	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	ccb4f840-4761-49bf-aaf5-90020dbbb697	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.055163	0.002512	0.025527	0.013	0.013	10	23	5	21.0	0.008102	1.732094	0.999446	7.917457e-08	21.8608	21.8608	1.785200	0.058349	4.199145e-08	21.8159	1.785200	0.058349	4.199145e-08	21.8159	1.798071	0.029835	3.611114e-08	21.8059	1.798071	0.029835	3.611114e-08	21.8059	1.785200	0.058349	4.199145e-08	21.8159	1.785200	0.058349	4.199145e-08	21.8159	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	ccb4f840-4761-49bf-aaf5-90020dbbb697	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.050445	0.002512	0.025527	0.013	0.013	10	23	5	21.0	0.008022	1.707423	0.997950	1.059536e-07	21.9024	21.9024	1.785200	0.058349	4.157707e-08	21.8330	1.785200	0.058349	4.157707e-08	21.8330	1.798071	0.029835	3.575479e-08	21.8228	1.798071	0.029835	3.575479e-08	21.8228	1.785200	0.058349	4.157707e-08	21.8330	1.785200	0.058349	4.157707e-08	21.8330	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
9	A9	0a45ec91-6569-4292-88b2-e13f5b024015	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052036	0.002512	0.025527	0.013	0.013	7	23	4	21.5	0.010177	1.791302	0.999001	3.668596e-08	21.9199	21.9199	1.785200	0.058349	3.947844e-08	21.9224	1.785200	0.058349	3.947844e-08	21.9224	1.798071	0.029835	3.382831e-08	21.9172	1.798071	0.029835	3.382831e-08	21.9172	1.785200	0.058349	3.947844e-08	21.9224	1.785200	0.058349	3.947844e-08	21.9224	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	0a45ec91-6569-4292-88b2-e13f5b024015	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.052198	0.002512	0.025527	0.013	0.013	8	23	5	21.0	0.007781	1.774315	0.999368	4.585683e-08	21.8950	21.8950	1.785200	0.058349	4.032968e-08	21.8856	1.785200	0.058349	4.032968e-08	21.8856	1.798071	0.029835	3.468207e-08	21.8748	1.798071	0.029835	3.468207e-08	21.8748	1.785200	0.058349	4.032968e-08	21.8856	1.785200	0.058349	4.032968e-08	21.8856	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
