id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	d4ae14ab-1d1a-4fe0-b2b9-98fd11f4d571	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.551 < 1.7	0.202979	0.030269	0.216770	0.1085	0.1085	11	17	5	15.0	0.090983	1.551331	0.999798	1.254266e-04	15.4010	15.4010	1.651930	0.048738	4.887478e-05	15.3508	1.635618	0.049443	5.671903e-05	15.3579	1.676005	0.022650	3.933954e-05	15.3410	1.658588	0.025373	4.601296e-05	15.3480	1.651930	0.048738	4.887478e-05	15.3508	1.635618	0.049443	5.671903e-05	15.3579	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	d4ae14ab-1d1a-4fe0-b2b9-98fd11f4d571	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.567 < 1.7	0.199982	0.030269	0.216770	0.1085	0.1085	11	16	4	14.5	0.083629	1.567269	0.994871	1.238147e-04	15.0794	15.0794	1.651930	0.048738	5.774013e-05	15.0187	1.635618	0.049443	6.667560e-05	15.0292	1.676005	0.022650	4.681273e-05	15.0042	1.658588	0.025373	5.446864e-05	15.0146	1.651930	0.048738	5.774013e-05	15.0187	1.635618	0.049443	6.667560e-05	15.0292	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	a159d089-240d-4b75-ba96-10fe527f27e3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.582 < 1.7	0.066924	0.030269	0.216770	0.1085	0.1085	11	28	4	25.5	0.089178	1.582362	0.999894	7.378360e-07	25.9274	25.9274	1.651930	0.048738	2.463043e-07	25.8907	1.635618	0.049443	3.172246e-07	25.8986	1.676005	0.022650	1.703090e-07	25.8798	1.658588	0.025373	2.222921e-07	25.8876	1.651930	0.048738	2.463043e-07	25.8907	1.635618	0.049443	3.172246e-07	25.8986	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	a159d089-240d-4b75-ba96-10fe527f27e3	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.589 < 1.7	0.064275	0.030269	0.216770	0.1085	0.1085	11	28	4	25.5	0.081737	1.588857	0.999893	6.091940e-07	26.1117	26.1117	1.651930	0.048738	2.257537e-07	26.0643	1.635618	0.049443	2.907567e-07	26.0757	1.676005	0.022650	1.560991e-07	26.0485	1.658588	0.025373	2.037450e-07	26.0598	1.651930	0.048738	2.257537e-07	26.0643	1.635618	0.049443	2.907567e-07	26.0757	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	31ccf315-ec4c-41a3-b511-8d7991d6f542	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.645 < 1.7	0.059660	0.030269	0.216770	0.1085	0.1085	11	25	4	23.5	0.082876	1.645099	0.999853	6.885121e-07	24.0412	24.0412	1.651930	0.048738	6.246335e-07	24.0367	1.635618	0.049443	7.886800e-07	24.0476	1.676005	0.022650	4.445884e-07	24.0217	1.658588	0.025373	5.682916e-07	24.0325	1.651930	0.048738	6.246335e-07	24.0367	1.635618	0.049443	7.886800e-07	24.0476	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	31ccf315-ec4c-41a3-b511-8d7991d6f542	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.635 < 1.7	0.062594	0.030269	0.216770	0.1085	0.1085	12	25	4	23.5	0.084382	1.635364	0.999869	8.059540e-07	24.0111	24.0111	1.651930	0.048738	6.359855e-07	24.0009	1.635618	0.049443	8.030134e-07	24.0110	1.676005	0.022650	4.526683e-07	23.9868	1.658588	0.025373	5.786196e-07	23.9969	1.651930	0.048738	6.359855e-07	24.0009	1.635618	0.049443	8.030134e-07	24.0110	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	be63fc52-bbb0-4fdf-979a-c87c559eff2c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.581 < 1.7	0.054851	0.030269	0.216770	0.1085	0.1085	12	25	4	23.5	0.095991	1.580570	0.999634	2.042243e-06	23.7676	23.7676	1.651930	0.048738	7.234866e-07	23.7440	1.635618	0.049443	9.134947e-07	23.7490	1.676005	0.022650	5.149480e-07	23.7372	1.658588	0.025373	6.582282e-07	23.7421	1.651930	0.048738	7.234866e-07	23.7440	1.635618	0.049443	9.134947e-07	23.7490	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	be63fc52-bbb0-4fdf-979a-c87c559eff2c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.588 < 1.7	0.057299	0.030269	0.216770	0.1085	0.1085	12	25	5	23.0	0.080611	1.588387	0.999781	1.924857e-06	23.6421	23.6421	1.651930	0.048738	7.808899e-07	23.5919	1.635618	0.049443	9.810939e-07	23.6039	1.676005	0.022650	5.598408e-07	23.5753	1.658588	0.025373	7.118840e-07	23.5872	1.651930	0.048738	7.808899e-07	23.5919	1.635618	0.049443	9.810939e-07	23.6039	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
9	A9	d88474b6-4cea-43f1-96f8-6431de4598c6	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.656 < 1.7	0.058416	0.030269	0.216770	0.1085	0.1085	11	32	4	30.5	0.069991	1.656056	0.999933	1.456316e-08	31.3691	31.3691	1.651930	0.048738	1.571445e-08	31.3734	1.635618	0.049443	2.126875e-08	31.3910	1.676005	0.022650	1.010756e-08	31.3489	1.658588	0.025373	1.390005e-08	31.3664	1.651930	0.048738	1.571445e-08	31.3734	1.635618	0.049443	2.126875e-08	31.3910	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
10	A10	d88474b6-4cea-43f1-96f8-6431de4598c6	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.695 < 1.7	0.060056	0.030269	0.216770	0.1085	0.1085	12	32	4	30.5	0.082200	1.694941	0.999361	8.426637e-09	31.0261	31.0261	1.651930	0.048738	1.845556e-08	31.0531	1.635618	0.049443	2.497871e-08	31.0642	1.676005	0.022650	1.187064e-08	31.0376	1.658588	0.025373	1.632467e-08	31.0487	1.651930	0.048738	1.845556e-08	31.0531	1.635618	0.049443	2.497871e-08	31.0642	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
