id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	32170635-09de-4cf6-a8a2-5cf3d2f02300	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye	no amplification in positive control;baseline error in positive control;instable baseline in positive control	no plateau in positive control	0.149023	0.002118	0.024831	0.0125	0.0125	11	22	0	nan	nan	nan	nan	nan	nan	nan	1.848630	0.060221	nan	nan	1.850845	0.060833	nan	nan	1.858664	0.028644	nan	nan	1.865541	0.025470	nan	nan	1.848630	0.060221	nan	nan	1.850845	0.060833	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
2	A2	32170635-09de-4cf6-a8a2-5cf3d2f02300	std	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye	no amplification in positive control;baseline error in positive control;instable baseline in positive control	no plateau in positive control	0.167177	0.002118	0.024831	0.0125	0.0125	5	23	0	nan	nan	nan	nan	nan	nan	nan	1.848630	0.060221	nan	nan	1.850845	0.060833	nan	nan	1.858664	0.028644	nan	nan	1.865541	0.025470	nan	nan	1.848630	0.060221	nan	nan	1.850845	0.060833	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
3	A3	ac622401-bdc9-4a01-b82e-79a17562b7e0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.037316	0.002118	0.024831	0.0125	0.0125	9	27	4	25.5	0.009645	1.800015	0.997228	2.983607e-09	25.9412	25.9412	1.848630	0.060221	1.512197e-09	25.9221	1.850845	0.060833	1.466718e-09	25.9212	1.858664	0.028644	1.317222e-09	25.9184	1.865541	0.025470	1.198842e-09	25.9159	1.848630	0.060221	1.512197e-09	25.9221	1.850845	0.060833	1.466718e-09	25.9212	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	ac622401-bdc9-4a01-b82e-79a17562b7e0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.037387	0.002118	0.024831	0.0125	0.0125	9	27	5	25.0	0.006824	1.793087	0.998764	3.118852e-09	26.0366	26.0366	1.848630	0.060221	1.454732e-09	25.9851	1.850845	0.060833	1.411826e-09	25.9832	1.858664	0.028644	1.270601e-09	25.9765	1.865541	0.025470	1.158548e-09	25.9707	1.848630	0.060221	1.454732e-09	25.9851	1.850845	0.060833	1.411826e-09	25.9832	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	33776ae1-ef87-420a-9df1-f5975aa2d5f7	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.036752	0.002118	0.024831	0.0125	0.0125	9	27	4	25.5	0.007029	1.876766	0.999908	7.497600e-10	26.4145	26.4145	1.848630	0.060221	1.102063e-09	26.4370	1.850845	0.060833	1.068919e-09	26.4351	1.858664	0.028644	9.599689e-10	26.4288	1.865541	0.025470	8.736961e-10	26.4233	1.848630	0.060221	1.102063e-09	26.4370	1.850845	0.060833	1.068919e-09	26.4351	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	33776ae1-ef87-420a-9df1-f5975aa2d5f7	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.038694	0.002118	0.024831	0.0125	0.0125	7	27	4	25.5	0.007821	1.808231	0.999433	2.154306e-09	26.2915	26.2915	1.848630	0.060221	1.226342e-09	26.2631	1.850845	0.060833	1.189460e-09	26.2616	1.858664	0.028644	1.068224e-09	26.2564	1.865541	0.025470	9.722222e-10	26.2519	1.848630	0.060221	1.226342e-09	26.2631	1.850845	0.060833	1.189460e-09	26.2616	Yes	No	No	Yes	No	No	Yes	No	No	No	No	No	No	Yes
7	A7	2838fe65-8bce-4b1d-b3bc-07b2727681c0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.038994	0.002118	0.024831	0.0125	0.0125	6	26	4	24.5	0.009028	1.923473	0.999774	9.896779e-10	24.9974	24.9974	1.848630	0.060221	2.616845e-09	25.0295	1.850845	0.060833	2.541185e-09	25.0285	1.858664	0.028644	2.291815e-09	25.0249	1.865541	0.025470	2.093566e-09	25.0218	1.848630	0.060221	2.616845e-09	25.0295	1.850845	0.060833	2.541185e-09	25.0285	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
8	A8	2838fe65-8bce-4b1d-b3bc-07b2727681c0	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.036311	0.002118	0.024831	0.0125	0.0125	8	26	4	24.5	0.008500	1.886943	0.999962	1.490544e-09	25.1073	25.1073	1.848630	0.060221	2.463845e-09	25.1276	1.850845	0.060833	2.392609e-09	25.1264	1.858664	0.028644	2.157819e-09	25.1221	1.865541	0.025470	1.971161e-09	25.1184	1.848630	0.060221	2.463845e-09	25.1276	1.850845	0.060833	2.392609e-09	25.1264	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
9	A9	ec1e10e2-f654-4f02-9b78-4233f5822190	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.034652	0.002118	0.024831	0.0125	0.0125	8	26	4	23.5	0.005915	1.731361	0.991334	1.478691e-08	24.8630	24.8630	1.848630	0.060221	3.169659e-09	24.7176	1.850845	0.060833	3.081704e-09	24.7153	1.858664	0.028644	2.791034e-09	24.7070	1.865541	0.025470	2.559033e-09	24.6998	1.848630	0.060221	3.169659e-09	24.7176	1.850845	0.060833	3.081704e-09	24.7153	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
10	A10	ec1e10e2-f654-4f02-9b78-4233f5822190	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.036075	0.002118	0.024831	0.0125	0.0125	9	26	4	23.5	0.005736	1.750619	0.996551	1.105704e-08	24.8910	24.8910	1.848630	0.060221	3.073748e-09	24.7676	1.850845	0.060833	2.988455e-09	24.7652	1.858664	0.028644	2.706580e-09	24.7566	1.865541	0.025470	2.481599e-09	24.7491	1.848630	0.060221	3.073748e-09	24.7676	1.850845	0.060833	2.988455e-09	24.7652	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
