id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	36fda478-3a62-4d10-9e55-68f9751d7cee	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.041037	0.002570	0.024155	0.012000000000000002	0.012	8	30	4	28.5	0.009645	1.829781	0.999751	3.205762e-10	28.8616	28.8616	1.704910	0.149886	2.403317e-09	28.9095	1.760502	0.091748	9.630753e-10	28.8862	1.761835	0.025062	nan	28.8857	1.769400	0.026093	nan	28.8828	1.731307	0.124465	1.551119e-09	28.8980	1.760502	0.091748	9.630753e-10	28.8862	Yes	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
2	A2	36fda478-3a62-4d10-9e55-68f9751d7cee	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau	0.043710	0.002570	0.024155	0.012000000000000002	0.012	7	30	4	28.5	0.008798	1.780950	0.998117	6.321694e-10	29.0377	29.0377	1.704910	0.149886	2.192369e-09	29.0817	1.760502	0.091748	8.785424e-10	29.0487	1.761835	0.025062	8.598057e-10	29.0479	1.769400	0.026093	7.609688e-10	29.0438	1.731307	0.124465	1.414971e-09	29.0654	1.760502	0.091748	8.785424e-10	29.0487	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
3	A3	dfb53e27-e3fb-478e-b49d-200fe6af58a6	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.059356	0.002570	0.024155	0.012000000000000002	0.012	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.704910	0.149886	nan	nan	1.760502	0.091748	nan	nan	1.761835	0.025062	nan	nan	1.769400	0.026093	nan	nan	1.731307	0.124465	nan	nan	1.760502	0.091748	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
4	A4	dfb53e27-e3fb-478e-b49d-200fe6af58a6	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.062227	0.002570	0.024155	0.012000000000000002	0.012	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.704910	0.149886	nan	nan	1.760502	0.091748	nan	nan	1.761835	0.025062	nan	nan	1.769400	0.026093	nan	nan	1.731307	0.124465	nan	nan	1.760502	0.091748	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
5	A5	4a304118-0556-4df8-9b1e-ad65210720eb	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.060345	0.002570	0.024155	0.012000000000000002	0.012	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.704910	0.149886	nan	nan	1.760502	0.091748	nan	nan	1.761835	0.025062	nan	nan	1.769400	0.026093	nan	nan	1.731307	0.124465	nan	nan	1.760502	0.091748	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
6	A6	4a304118-0556-4df8-9b1e-ad65210720eb	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no amplification;no plateau;only 0 values in log phase	0.059904	0.002570	0.024155	0.012000000000000002	0.012	0	35	0	nan	nan	nan	nan	nan	nan	nan	1.704910	0.149886	nan	nan	1.760502	0.091748	nan	nan	1.761835	0.025062	nan	nan	1.769400	0.026093	nan	nan	1.731307	0.124465	nan	nan	1.760502	0.091748	nan	nan	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	No
7	A7	512baf53-be69-4b44-8424-90b0b87a389b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.096787	0.002570	0.024155	0.012000000000000002	0.012	9	35	0	nan	nan	nan	nan	nan	nan	nan	1.704910	0.149886	nan	nan	1.760502	0.091748	nan	nan	1.761835	0.025062	nan	nan	1.769400	0.026093	nan	nan	1.731307	0.124465	nan	nan	1.760502	0.091748	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
8	A8	512baf53-be69-4b44-8424-90b0b87a389b	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.394 < 1.7	0.088077	0.002570	0.024155	0.012000000000000002	0.012	12	35	7	32.0	0.008764	1.393838	0.999664	2.127801e-07	32.9462	32.9462	1.704910	0.149886	3.374996e-10	32.5889	1.760502	0.091748	1.208786e-10	32.5555	1.761835	0.025062	nan	32.5548	1.769400	0.026093	nan	32.5506	1.731307	0.124465	nan	32.5725	1.760502	0.091748	1.208786e-10	32.5555	Yes	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	No
9	A9	397f9972-4be0-4347-8486-fa5426691a1c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.075868	0.002570	0.024155	0.012000000000000002	0.012	9	24	3	22.0	0.007979	1.736016	0.999220	4.283130e-08	22.7399	22.7399	1.704910	0.149886	6.375422e-08	22.7649	1.760502	0.091748	3.147287e-08	22.7215	1.761835	0.025062	3.095346e-08	22.7206	1.769400	0.026093	2.816898e-08	22.7152	1.731307	0.124465	4.546886e-08	22.7435	1.760502	0.091748	3.147287e-08	22.7215	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
10	A10	397f9972-4be0-4347-8486-fa5426691a1c	unkn	cDNA	SYBR Green I@TOX	non-saturating DNA binding dye			0.076926	0.002570	0.024155	0.012000000000000002	0.012	8	24	3	22.0	0.008342	1.813116	0.999814	1.721468e-08	22.6111	22.6111	1.704910	0.149886	6.665400e-08	22.6816	1.760502	0.091748	3.290437e-08	22.6429	1.761835	0.025062	3.236134e-08	22.6420	1.769400	0.026093	2.945021e-08	22.6372	1.731307	0.124465	4.753695e-08	22.6625	1.760502	0.091748	3.290437e-08	22.6429	Yes	No	No	Yes	No	Yes	No	No	No	No	No	No	No	Yes
