id	well	sample	sample type	sample nucleotide	target	target chemistry	excluded	note	baseline	lower limit	upper limit	common threshold	group threshold	n in log phase	last log cycle	n included	log lin cycle	log lin fluorescence	indiv PCR eff	R2	N0 (indiv eff - for debug use)	Cq (indiv eff - for debug use)	Cq with group threshold (indiv eff - for debug use)	mean PCR eff	standard error of the mean PCR eff	N0 (mean eff)	Cq (mean eff)	mean PCR eff - no plateau	standard error of the mean PCR eff - no plateau	N0 (mean eff) - no plateau	Cq (mean eff) - no plateau	mean PCR eff - mean efficiency	standard error of the mean PCR eff - mean efficiency	N0 (mean eff) - mean efficiency	Cq (mean eff) - mean efficiency	mean PCR eff - no plateau - mean efficiency	standard error of the mean PCR eff - no plateau - mean efficiency	N0 (mean eff) - no plateau - mean efficiency	Cq (mean eff) - no plateau - mean efficiency	mean PCR eff - stat efficiency	standard error of the mean PCR eff - stat efficiency	N0 (mean eff) - stat efficiency	Cq (mean eff) - stat efficiency	mean PCR eff - no plateau - stat efficiency	standard error of the stat PCR eff - no plateau - stat efficiency	N0 (mean eff) - no plateau - stat efficiency	Cq (mean eff) - no plateau - stat efficiency	amplification	baseline error	instable baseline	plateau	noisy sample	PCR efficiency outside mean rage	PCR efficiency outside mean rage - no plateau	PCR efficiency outlier	PCR efficiency outlier - no plateau	short log lin phase	Cq is shifting	too low Cq eff	too low Cq N0	used for W-o-L setting
1	A1	e31c0a7e-83d2-4bca-a9fc-b5b9b1f77d37	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.566 < 1.7	0.193828	0.030269	0.221309	0.11049999999999999	0.1105	12	17	5	15.0	0.090076	1.565816	0.999548	1.080185e-04	15.4558	15.4558	1.647107	0.052235	5.055686e-05	15.4095	1.644464	0.055126	5.178945e-05	15.4109	1.667582	0.023923	4.200472e-05	15.3996	1.668080	0.025542	4.181715e-05	15.3994	1.647107	0.052235	5.055686e-05	15.4095	1.644464	0.055126	5.178945e-05	15.4109	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
2	A2	e31c0a7e-83d2-4bca-a9fc-b5b9b1f77d37	std	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.565 < 1.7	0.202629	0.030269	0.221309	0.11049999999999999	0.1105	10	16	4	14.5	0.082965	1.564595	0.999643	1.259116e-04	15.1403	15.1403	1.647107	0.052235	5.976224e-05	15.0743	1.644464	0.055126	6.117012e-05	15.0762	1.667582	0.023923	4.996059e-05	15.0604	1.668080	0.025542	4.974491e-05	15.0601	1.647107	0.052235	5.976224e-05	15.0743	1.644464	0.055126	6.117012e-05	15.0762	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
3	A3	817aab14-6225-44fd-8c65-560cbf32285c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.487 < 1.7	0.063851	0.030269	0.221309	0.11049999999999999	0.1105	12	21	5	18.0	0.075323	1.487357	0.999869	5.935434e-05	18.9653	18.9653	1.647107	0.052235	9.460909e-06	18.7680	1.644464	0.055126	9.738372e-06	18.7704	1.667582	0.023923	7.574509e-06	18.7494	1.668080	0.025542	7.533938e-06	18.7490	1.647107	0.052235	9.460909e-06	18.7680	1.644464	0.055126	9.738372e-06	18.7704	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
4	A4	817aab14-6225-44fd-8c65-560cbf32285c	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.493 < 1.7	0.060825	0.030269	0.221309	0.11049999999999999	0.1105	12	21	5	19.0	0.097670	1.493355	0.999927	4.793625e-05	19.3078	19.3078	1.647107	0.052235	7.448115e-06	19.2473	1.644464	0.055126	7.678869e-06	19.2481	1.667582	0.023923	5.889827e-06	19.2413	1.668080	0.025542	5.856532e-06	19.2412	1.647107	0.052235	7.448115e-06	19.2473	1.644464	0.055126	7.678869e-06	19.2481	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	Yes
5	A5	90dd2051-a488-4e48-985f-565a4bb368bc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.677 < 1.7	0.060452	0.030269	0.221309	0.11049999999999999	0.1105	11	25	4	22.5	0.068997	1.676759	0.999863	6.141070e-07	23.4112	23.4112	1.647107	0.052235	9.174639e-07	23.4438	1.644464	0.055126	9.512196e-07	23.4468	1.667582	0.023923	6.948099e-07	23.4210	1.668080	0.025542	6.901611e-07	23.4204	1.647107	0.052235	9.174639e-07	23.4438	1.644464	0.055126	9.512196e-07	23.4468	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
6	A6	90dd2051-a488-4e48-985f-565a4bb368bc	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		indiv PCR eff is 1.673 < 1.7	0.062134	0.030269	0.221309	0.11049999999999999	0.1105	12	25	4	22.5	0.072187	1.672664	0.999843	6.788325e-07	23.3276	23.3276	1.647107	0.052235	9.598836e-07	23.3532	1.644464	0.055126	9.952001e-07	23.3559	1.667582	0.023923	7.269351e-07	23.3326	1.668080	0.025542	7.220713e-07	23.3321	1.647107	0.052235	9.598836e-07	23.3532	1.644464	0.055126	9.952001e-07	23.3559	Yes	No	No	Yes	No	No	No	No	No	No	No	No	No	Yes
7	A7	b4689a1a-7a0e-49ce-a1e5-0377d9e2b453	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.059270	0.030269	0.221309	0.11049999999999999	0.1105	7	35	0	nan	nan	nan	nan	nan	nan	nan	1.647107	0.052235	nan	nan	1.644464	0.055126	nan	nan	1.667582	0.023923	nan	nan	1.668080	0.025542	nan	nan	1.647107	0.052235	nan	nan	1.644464	0.055126	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
8	A8	b4689a1a-7a0e-49ce-a1e5-0377d9e2b453	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		baseline error;instable baseline;no plateau	0.063153	0.030269	0.221309	0.11049999999999999	0.1105	6	35	0	nan	nan	nan	nan	nan	nan	nan	1.647107	0.052235	nan	nan	1.644464	0.055126	nan	nan	1.667582	0.023923	nan	nan	1.668080	0.025542	nan	nan	1.647107	0.052235	nan	nan	1.644464	0.055126	nan	nan	Yes	Yes	Yes	No	No	Yes	Yes	No	No	Yes	Yes	No	No	No
9	A9	d1475917-466a-4abe-826a-30ac257437a0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.667 < 1.7	0.059527	0.030269	0.221309	0.11049999999999999	0.1105	11	32	4	30.5	0.092070	1.666828	0.999856	1.571990e-08	30.8571	30.8571	1.647107	0.052235	2.259965e-08	30.8656	1.644464	0.055126	2.373411e-08	30.8668	1.667582	0.023923	1.550440e-08	30.8568	1.668080	0.025542	1.536395e-08	30.8566	1.647107	0.052235	2.259965e-08	30.8656	1.644464	0.055126	2.373411e-08	30.8668	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
10	A10	d1475917-466a-4abe-826a-30ac257437a0	unkn	cDNA	SYBR Green I@TELO	non-saturating DNA binding dye		no plateau;indiv PCR eff is 1.653 < 1.7	0.062674	0.030269	0.221309	0.11049999999999999	0.1105	11	32	4	29.5	0.065898	1.652691	0.999982	2.411123e-08	30.5289	30.5289	1.647107	0.052235	2.664277e-08	30.5358	1.644464	0.055126	2.793529e-08	30.5392	1.667582	0.023923	1.850539e-08	30.5108	1.668080	0.025542	1.834322e-08	30.5102	1.647107	0.052235	2.664277e-08	30.5358	1.644464	0.055126	2.793529e-08	30.5392	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No
